% Model:              Paper2_optimized_designs.mph
% Version:            COMSOL 6.3.0.420
% Date:               Nov 13 2025, 11:08
% Dimension:          1
% Nodes:              933
% Expressions:        1
% Description:        Line graph
% Arc length (m)          real(acpr2.p_t)
0.020820640325175388      -1.5671959142157463
0.02091991479749422       -1.5744991627494842
0.021026269903566375      -1.5824632425889062
0.021187800737956453      -1.5944938285984904
0.021338577592397545      -1.6059218568330484
0.021433444879614294      -1.6130637894467221
0.021487222618632007      -1.6171857532976541
0.02176475511666287       -1.6385262637047537
0.021818476850494428      -1.6426968330741272
0.02211813277661534       -1.6662017472726705
0.02214973108235685       -1.6687036618218152
0.022471510436568032      -1.6944413828982656
0.022480985314219493      -1.695206239540718
0.022622852718566344      -1.7067729106237723
0.02281364386737661       -1.7223065997960196
0.02282273472615748       -1.7230537067759275
0.022844836808457503      -1.7248915708660704
0.02304371505826419       -1.741336965444422
0.023208811530409434      -1.755205225512336
0.023266995083307096      -1.7600796438889021
0.02333708406229873       -1.7660432873631984
0.02349027510834989       -1.7790282189260134
0.023617444878256122      -1.789974124857657
0.023713555133392683      -1.7982250745641888
0.023912767167549864      -1.8155692641454173
0.02393588807044167       -1.8175768153543976
0.023944117412074584      -1.818300000270178
0.024158221007490654      -1.8370785674479313
0.02424558452929748       -1.8448328030889862
0.024364643717758483      -1.8553673403736337
0.024541000376849365      -1.871166302888397
0.024560767995289945      -1.872931271135057
0.02457926291102508       -1.8745999370850872
0.024789056075683158      -1.8934766327259327
0.024855658938381597      -1.899518944891165
0.025032772714587925      -1.9155690845098272
0.02516670277095523       -1.9277849232977047
0.025282844827288153      -1.9383765660279741
0.02547774660352886       -1.9562657553450629
0.02553291693998838       -1.961328773841772
0.025624176729593717      -1.9697283608910343
0.025761664451438238      -1.9823590501265738
0.025871720061307224      -1.9924712823705812
0.025990411962887983      -2.0033491733672637
0.02613868863110247       -2.0169407025505466
0.026219159474337617      -2.024303033909808
0.026283574446162916      -2.030197380120179
0.026417167309743306      -2.0424086285455583
0.026501700712551868      -2.0501016155394423
0.026603893083150698      -2.059402834912925
0.026707441910088447      -2.068787324660493
0.026816834888078955      -2.078666220360888
0.026913183107625027      -2.087329694571329
0.027029776693007435      -2.0977760376975754
0.027118924305161607      -2.1057287252719483
0.027242718497935803      -2.1167322869229874
0.027339431563974226      -2.1252572902603135
0.027402451865116362      -2.1308075972407865
0.027485608205129797      -2.1380634311826148
0.027538966803593357      -2.142729594242559
0.02757940478995924       -2.1462328474360053
0.02767548174207035       -2.1545659814202573
0.027802256885197663      -2.1654581916896163
0.027811996680547346      -2.1662968986620847
0.02782019719056228       -2.166994686386525
0.02800881915511977       -2.1830387506119155
0.028086802450616677      -2.189568617180028
0.02820564162969197       -2.1995157847499436
0.028353407710671075      -2.211688395370863
0.028404453358304105      -2.21589622977483
0.028462182740608744      -2.2205594546018417
0.02860925705354911       -2.232497770466311
0.02870783357634088       -2.2403419191803535
0.02884498967884186       -2.25124773252846
0.029000346425495205      -2.2633246445069832
0.029080722304134943      -2.269567946290937
0.029292859274649863      -2.2856689468657523
0.029316454929427804      -2.2874584117537426
0.029414416248845665      -2.294713575363883
0.02954428360235184       -2.304367920677021
0.029575020825301945      -2.306614499963588
0.029792547929735957      -2.322336474858475
0.029823144710450777      -2.3245144266077444
0.030041807668435117      -2.339897070316293
0.0300712685955995        -2.34193738967031
0.030291067407134387      -2.356976323963163
0.03031939248074822       -2.3588833891512855
0.030540327145833657      -2.3735742357990866
0.030566934006888147      -2.3753164342258386
0.03083873913684898       -2.3928124099915067
0.030890404818196382      -2.3960779274386472
0.03114263079133517       -2.411720438428465
0.031213875629504506      -2.416055904536918
0.03144652244582136       -2.4299370398704436
0.03153734644081263       -2.435250365520651
0.03175041410030777       -2.447462214317442
0.03182930443065346       -2.451935146529259
0.031955146543394486      -2.458827204340515
0.032115923183624884      -2.467707089894498
0.03229438877520918       -2.477131590668629
0.03241898148391553       -2.4837422167587215
0.0325312249529518        -2.4894256872262233
0.03272203978420629       -2.499147458868303
0.03293384842564884       -2.5094256917913373
