% Model:              Paper2_optimized_designs.mph
% Version:            COMSOL 6.3.0.420
% Date:               Nov 13 2025, 11:07
% Dimension:          1
% Nodes:              1011
% Expressions:        1
% Description:        Line graph
% Arc length (m)          imag(acpr.p_t)
0.007334087795995731      0.1503092884493062
0.007483375919693211      0.14539103139904153
0.007609099512560297      0.14128987039584512
0.007778067779169891      0.13577862240903218
0.008042295460534261      0.12722507492452095
0.008071985752134109      0.12626105832665738
0.00809291792729109       0.12558677977506622
0.008359191505977474      0.1170095465027887
0.008582608763684878      0.10987012198664048
0.008646397259820832      0.10783175222914762
0.008803343082847234      0.10284034756240477
0.008927198643729338      0.09889559543986393
0.008964836478874243      0.09770203314698736
0.009248826270189948      0.0887127372929698
0.009407544453143936      0.08370488750509465
0.00957677314719025       0.07838082854975675
0.009850252427413636      0.06980479718520459
0.009904720024190565      0.06810171088872902
0.010171311003634734      0.059766739940422524
0.010176515832218909      0.05960437214300996
0.010220454334144237      0.0582332030416851
0.010448311640247253      0.05111979567346507
0.010475302961479215      0.05027686655346883
0.010557378717588786      0.04771992366160563
0.010707275737154163      0.04304863775885244
0.01076576434387911       0.04123106190446154
0.010939248512829111      0.03582593286340408
0.011088251023610895      0.03119661132226615
0.011185679807343078      0.02816218820768
0.011361054173527375      0.022707785719348075
0.011458076495748142      0.01968375864637796
0.01157891875864469       0.015926268831022508
0.011713918623509366      0.011716894574658545
0.011766459973425396      0.010084391196326412
0.011910728448903632      0.005589383365226099
0.01195400118820611       0.004241017463433433
0.011975642711473378      0.0035645264221097566
0.012194525447105697      -0.0032572571752028457
0.01232697309658854       -0.007405113627061479
0.012435049706005279      -0.010779740572832264
0.012669649066818313      -0.018140286649936378
0.012675573964904874      -0.018326228037582534
0.012678303481703707      -0.01841229957711813
0.012913511358977302      -0.02580147868677901
0.01303142868395896       -0.02952851388430188
0.013159285146039541      -0.033550251839512865
0.013389687504502527      -0.04085420323176121
0.013405058933101777      -0.04133915282731725
0.013438644683156427      -0.04240699555047997
0.013641639011369402      -0.048857859889013144
0.013741157480231109      -0.052042922415207485
0.013876763882218146      -0.05636467542505458
0.014026428400652678      -0.06117854668188686
0.014114734939157318      -0.06400685043686623
0.014346635494479648      -0.07150372718680255
0.014422850647226357      -0.07396407674618691
0.014666842588306618      -0.08191366727553093
0.014730966355295395      -0.0839999351083571
0.014987049682133581      -0.09240836694807207
0.015039082063364441      -0.09411442552337676
0.01521794050309419       -0.10003820455954086
0.015362347776240334      -0.10484239226467074
0.015423208974916218      -0.10687007089928748
0.01546784008923574       -0.10837456259371879
0.01567848437836209       -0.11542489502725942
0.01594431107349698       -0.12444636910378432
0.015947653592791735      -0.12455889488421057
0.015951993658453092      -0.12470703028528109
0.016216822807221372      -0.13373690500779556
0.016335090268250058      -0.13783298923223308
0.016440015868367647      -0.14143769394064473
0.016611375915574687      -0.1474255414980265
0.01666320892951392       -0.1492222741634907
0.016881106942819808      -0.1569036325342832
0.0168864019906602        -0.15708995487325156
0.016887661562899316      -0.15713501764636517
0.017203461573231115      -0.16838421471760942
0.017251963075751334      -0.17013506953857263
0.017476083906524185      -0.1782375190259386
0.017507043597783958      -0.1793710162246812
0.01774870623981725       -0.1882316250521202
0.017762124119816577      -0.18872976495269006
0.01795723737146342       -0.19598373410874173
0.018017204641849204      -0.19820950283909636
0.018025270503080813      -0.1985119170390468
0.01829118914328842       -0.20853504770639203
0.018558483539319905      -0.2188189643789911
0.01856407151661586       -0.21903414524191703
0.018571451542945008      -0.21932354467878096
0.018792919805271854      -0.22793579472051126
0.018960610212658092      -0.23457517961993568
0.019021768093927853      -0.2369917251567744
0.01909844991489279       -0.24009174750758414
0.019319529854318163      -0.24896923475800822
0.01960264994487968       -0.2606404000828031
0.0196154592864967        -0.2611635485565305
0.01963206360299284       -0.2618597105689232
0.019875957723759736      -0.27207181372114875
0.020064108986234855      -0.2801541242712324
0.020136456161022775      -0.28322655437891175
0.020185275651162533      -0.28534445761061566
0.020414541055161602      -0.2953473588922383
0.02049666576674593       -0.29901309037811985
0.020746755653697716      -0.3102490880341765
0.02088230751929697       -0.3164648800375212
0.021101655403389662      -0.3265768927095586
0.02126794927184801       -0.33439735369118284
0.021456555153081612      -0.3433132910144864
0.021634233662323334      -0.35189288473993896
0.021818790154573994      -0.3608579024456833
0.021981988876825592      -0.36900615454665503
0.022177660804507525      -0.37877318729585097
0.02237800400517046       -0.38902748989630886
0.02253377287254983       -0.3969476858846368
0.02277401913351533       -0.4094679162681838
0.022889884940592145      -0.41546701819167275
0.023206436271123176      -0.4322907202883695
0.0232785420657204        -0.4360709845047526
0.02365390876622174       -0.45624316017424404
0.023666128080980644      -0.45689073690165904
0.023689730921568113      -0.45816569851567246
0.02402346231811387       -0.4761868739837043
0.024196236818039382      -0.4856929579744226
0.024380796555247095      -0.4957045296770666
0.024744624220141648      -0.515786377884066
0.02480996945435548       -0.5193339071841832
0.02503920220095895       -0.5319152338863854
0.02523914235346387       -0.5428951637566862
0.025296137421959842      -0.5460590490551597
0.025668315252572262      -0.5663816505269896
0.025847650623778036      -0.5762809676890368
0.026028166502140695      -0.5861353644608418
0.026200708881205643      -0.595516815048737
0.026420753697156348      -0.6076008256872294
0.026754193729231837      -0.6257255775542998
0.02695807010230631       -0.6368470117245854
0.027307678577258028      -0.6557225880101445
0.027495386507456268      -0.6658932888377914
0.02786116342528422       -0.6855078464162706
0.02803270291260623       -0.6947396570268478
0.02824728161210916       -0.7062069749433157
0.028518497385289922      -0.7206548315016613
0.028552580418154973      -0.7224774623550013
0.028661969881917944      -0.7282837399963252
0.02899396252712144       -0.7459045283788655
0.02909740316800386       -0.7513536359178858
0.029435344636087907      -0.7691843443744351
0.0296763089507178        -0.7818025532059351
0.02987672674505438       -0.7923143833492339
0.030122079441695572      -0.805092504904245
0.030321905221803738      -0.8155141158097885
0.030497351839371852      -0.8246007636605033
0.030772834455737058      -0.8388829785767771
0.03099587739912454       -0.8503643703197049
0.031227504259655117      -0.8622976606487449
0.031494402958877225      -0.8759498667662571
0.03168217406357318       -0.8855627285490433
0.032017265487715746      -0.902609821198251
0.03208524282724719       -0.9060718636723516
0.032288958106474         -0.9163823658724956
0.032488311590921186      -0.9264737309676256
0.032554833451973894      -0.9298200077821093
0.032895789453207196      -0.9469860851664649
0.033026956601306605      -0.9535508164241404
0.033304138817928534      -0.9674331333891193
0.03348668695635588       -0.976517838901319
0.033734052350064624      -0.9888416301384533
0.033928796270293604      -0.9984742536691653
0.03416396588220071       -1.0101191792372641
0.03437090558423133       -1.0202923287846053
0.03456631584059624       -1.0299187705405013
0.034800291037727776      -1.041370575054805
0.0349430843317224        -1.0483774037412212
0.03525822274520751       -1.0637373902879008
0.03527536512917014       -1.0645720195426323
0.03528462173243009       -1.065020028587463
0.03560764592661788       -1.0806979394822376
0.03579632865401435       -1.0898010504742655
0.03593992672406563       -1.0967485442720377
0.036205857237017545      -1.1095377637995323
0.03627667062026465       -1.1129369570589174
0.036316508619972425      -1.1148395773185937
0.03658191502314825       -1.1275536946287754
0.03675482180593488       -1.1357782199479032
0.03688889133130486       -1.1421851683283706
0.037193134991897345      -1.1566215776170656
0.03719586763946147       -1.1567518488576807
0.03720225471120205       -1.1570541749845455
0.03750284394761809       -1.1712643377133674
0.037612655714358026      -1.1764162535342644
0.03777231054579364       -1.1839484480168931
0.03798691980540292       -1.193977364658166
0.03804538875005162       -1.1967259081851453
0.03826127632785831       -1.2067771319400726
0.03833259604127595       -1.2100948129508342
0.038351911596244626      -1.2109846322614797
0.038619803332500285      -1.2234190425238458
0.038706413466133543      -1.2273931871442545
0.038869076792694246      -1.2349144029458579
0.03903197443429788       -1.2423497044742
0.03911835025288821       -1.2463226894130015
0.03935753540246223       -1.257182310678614
0.039368047006089604      -1.257663571824261
0.03942368151130091       -1.2601746782175731
0.03962777967165679       -1.2693842771618422
0.03966488374621719       -1.2710354751972528
0.0398574072160326        -1.2796796929269685
0.039962012315264576      -1.2842973091659946
0.040087034760408424      -1.2898659430972588
0.04025914088431197       -1.297401582091662
0.04031666230478425       -1.2999430276727129
0.04051234085331482       -1.3084406347727853
0.04054686619659723       -1.3099412361036589
0.040556823596808365      -1.3103662035451802
0.0407646242035171        -1.3193069407685223
0.04082625953038212       -1.3219139879393844
0.040983309818039965      -1.3285858208210892
0.04109569546395586       -1.3332784297261742
0.04120199543256284       -1.3377365152503293
0.04136513139752962       -1.3444595289055497
0.0414206810470857        -1.3467590240562421
0.04157955860530817       -1.3532145914387057
0.041584598951542345      -1.353419845686206
0.04158596075912938       -1.3534745409673736
0.04159704956540167       -1.3539194590242885
0.04179800736253627       -1.3619952689020765
0.041835963016841754      -1.36350828459107
0.04201005396594316       -1.3703741854335811
0.042088059659064356      -1.3734253556010934
0.042222100569350045      -1.3786114755408758
0.04234015630128695       -1.3831408844877147
0.04241174925113653       -1.3858758485284115
0.042582234540706095      -1.392297937151498
0.042629451539220126      -1.39406650840895
0.04281132268241951       -1.400801996322684
0.04284715382730372       -1.4021213412683016
0.043040410824132916      -1.4091557670012183
0.04306485611538732       -1.410040347106466
0.04326949896584632       -1.4173592491871003
0.0432846235054167        -1.417898711957554
0.04338812674799729       -1.4215327385458978
0.04352709268475355       -1.4264212199384014
0.04354485789439025       -1.4270336965483457
0.04377166347880846       -1.434885194042443
0.04382069427430609       -1.4365481408559788
0.04401623427286337       -1.4432078294317479
0.04409653065422194       -1.445886240986471
0.044260805066918284      -1.4513891261063148
0.044377922974555964      -1.4552605465492066
0.04448839760345108       -1.458913288958533
0.04470476303142802       -1.4659626253403684
0.04475192181844451       -1.4675055130372665
0.04494819943175302       -1.4738322232250032
0.04501544603343793       -1.476001323334597
0.04503160308830008       -1.4765146736733832
0.04527897024843134       -1.484407835282662
0.0453442616195173        -1.4864607000196102
0.045554178696290616      -1.4931123228186491
0.045612778765791576      -1.4949696512083797
0.045627021808019926      -1.4954230989439277
0.0457272661679142        -1.4985635379097872
0.045902116763145095      -1.504032494260377
0.04592696010010842       -1.5047969058771722
0.04617721171827025       -1.5126045712549019
0.046241141434425266      -1.5145666163712785
0.04645230667339542       -1.5211382133829723
0.04662410967525516       -1.5264327253622223
0.04676574299994357       -1.5308566835848252
0.04697660297648332       -1.5374320708406055
0.04707917932649171       -1.5406052195809874
0.04714807921790069       -1.5427330467486888
0.04736517540263874       -1.549500043850347
0.047613142469295724      -1.5572567346375459
0.047643439991771175      -1.558208971238235
0.047682242327162505      -1.5594387530202716
0.047936676803779874      -1.5673982745544084
0.048183422513497665      -1.5752214342939612
0.04822991361578855       -1.576701251603184
0.0482778534129679        -1.578247419536087
0.04853753501665187       -1.5865075501467096
0.04877716913643956       -1.5942495887929358
0.04884796767990531       -1.5965417856669086
0.048913257545054316      -1.5986877016933367
0.04914864103892302       -1.6063047691361267
0.049431981126862645      -1.615673955419367
0.04944876671819731       -1.6162280481665783
0.049463662949529925      -1.6167281372755125
0.04973993969454766       -1.625887419983357
0.05                      -1.6346551090099137
0                         1.0267690545129
3.1112670898010564E-5     1.025626140379003
2.4800172149562483E-4     1.017500524633315
3.192057921392738E-4      1.0148538752090068
3.83553277742775E-4       1.0124256743616569
6.07298913380537E-4       1.0039420045493848
8.54885899829818E-4       0.994414258571167
8.966045700455338E-4      0.9928177308827012
9.312130194781242E-4      0.9914742623017712
0.0011933216470562807     0.9812516739584807
0.0014851436192928162     0.9697365303614184
0.0015020791836375808     0.9690708702659687
0.0015197657666602797     0.9683704706100842
0.001800166984191033      0.957202337049492
0.002078108823792311      0.9460469878582048
0.0020976064508252783     0.9452675048376509
0.002117276603281801      0.9444750969554716
0.0023950459174595234     0.9332043728826585
0.002646048487544149      0.9229688775328236
0.0027174166628442555     0.9200729840414994
0.002823165870450055      0.9157685009111365
0.0030397874082289875     0.9068996436056115
0.0031859812590577727     0.9008955302832705
0.003380282628911345      0.8929393430433592
0.0035956685671773014     0.8840964622646122
0.003735817772080083      0.8783065357939326
0.003813202643360148      0.8751008781773457
0.004062859425992001      0.8648088058934656
0.004227130456652458      0.8580103191904218
0.004389901079903918      0.8513064783383366
0.004641058269944768      0.8409219518435891
0.004716942733815836      0.8377995531285458
0.005002573733592936      0.8260008072291467
0.005043673751860125      0.8242976227428518
0.005061010247944857      0.8235774340692679
0.005380465461474814      0.8103475216402118
0.005538329968763592      0.8038037916973108
0.005715736104445111      0.7964620277146182
0.00601564968958233       0.7840391535159323
0.0060510067474154085     0.7825770017045179
0.006134458070667807      0.7791228291632202
0.006386277390385702      0.7686668098967903
0.00651375724041376       0.763373403119475
0.00665840786192606       0.7573626376838908
0.00679041711041313       0.7518811931081244
0.006930538333466418      0.7460366766683232
0.0070840777425155155     0.7396371637424018
0.007205271971545375      0.7345860217334397
0.007334087795995731      0.7292142800182013
0.007483375919693211      0.7229672783629938
0.007609099512560297      0.7176994177285867
0.007778067779169891      0.7106289514129153
0.008042295460534261      0.699530042789671
0.008071985752134109      0.6982801531638295
0.00809291792729109       0.6973962674518266
0.008359191505977474      0.6861615243214412
0.008582608763684878      0.6767062666770507
0.008646397259820832      0.674008818497605
0.008803343082847234      0.6673330422795893
0.008927198643729338      0.6620608488074174
0.008964836478874243      0.6604491439565747
0.009248826270189948      0.6483065214114047
0.009407544453143936      0.6414691713122542
0.00957677314719025       0.6341918720000913
0.009850252427413636      0.6223436403011806
0.009904720024190565      0.6199880120091685
0.010171311003634734      0.6083544209907401
0.010176515832218909      0.6081274001938695
0.010220454334144237      0.6061957753075635
0.010448311640247253      0.5961807484695691
0.010475302961479215      0.5949850941741958
0.010557378717588786      0.5913474672388137
0.010707275737154163      0.5847117220298025
0.01076576434387911       0.5821190753337768
0.010939248512829111      0.5743679610009399
0.011088251023610895      0.5677019203684448
0.011185679807343078      0.5633078557191267
0.011361054173527375      0.5553884213104205
0.011458076495748142      0.550971750057159
0.01157891875864469       0.5454791711144553
0.011713918623509366      0.5392840593385186
0.011766459973425396      0.5368837615346087
0.011910728448903632      0.530229915840237
0.01195400118820611       0.5282357904947874
0.011975642711473378      0.5272279553770365
0.012194525447105697      0.5170724608097941
0.01232697309658854       0.5108479969655094
0.012435049706005279      0.5057875141005449
0.012669649066818313      0.4946623906491683
0.012675573964904874      0.49438156983321047
0.012678303481703707      0.4942505655216822
0.012913511358977302      0.48301151093987227
0.01303142868395896       0.477298856812156
0.013159285146039541      0.47113909856536657
0.013389687504502527      0.4598646153045128
0.013405058933101777      0.45911656844229
0.013438644683156427      0.4574567099536736
0.013641639011369402      0.44743887474520283
0.013741157480231109      0.44245901133066434
0.013876763882218146      0.4357013779340627
0.014026428400652678      0.4281275780880734
0.014114734939157318      0.42366909665879554
0.014346635494479648      0.41179423514186164
0.014422850647226357      0.4078827691276149
0.014666842588306618      0.395185580547874
0.014730966355295395      0.3918412664513185
0.014987049682133581      0.3783016143061103
0.015039082063364441      0.37554458862990653
0.01521794050309419       0.36594331073128616
0.015362347776240334      0.3581152784216607
0.015423208974916218      0.35481169768314313
0.01546784008923574       0.3523451612254406
0.01567848437836209       0.34079896063298143
0.01594431107349698       0.32591747057327275
0.015947653592791735      0.32573191632479737
0.015951993658453092      0.3254859149806403
0.016216822807221372      0.3105080432368297
0.016335090268250058      0.3036727428334147
0.016440015868367647      0.297655748378469
0.016611375915574687      0.2876099342799811
0.01666320892951392       0.28459459621137834
0.016881106942819808      0.27163995864875007
0.0168864019906602        0.2713259565470813
0.016887661562899316      0.2712496519604812
0.017203461573231115      0.2521675348495983
0.017251963075751334      0.24918869375341962
0.017476083906524185      0.2353486155374191
0.017507043597783958      0.2334095197878892
0.01774870623981725       0.21819246606544518
0.017762124119816577      0.21733575682005815
0.01795723737146342       0.20481268935568447
0.018017204641849204      0.20097129000349734
0.018025270503080813      0.20044676906348163
0.01829118914328842       0.18305944286633585
0.018558483539319905      0.16511228439501524
0.01856407151661586       0.16473695596928986
0.018571451542945008      0.1642296639714722
0.018792919805271854      0.14914166990170585
0.018960610212658092      0.13745390186581696
0.019021768093927853      0.13320415316602233
0.01909844991489279       0.12772408302780577
0.019319529854318163      0.11203289189013277
0.01960264994487968       0.09129712119370184
0.0196154592864967        0.09036815452442572
0.01963206360299284       0.08912588088801779
0.019875957723759736      0.07091343246941832
0.020064108986234855      0.056431938001585344
0.020136456161022775      0.05093124563829163
0.020185275651162533      0.047123559147242096
0.020414541055161602      0.02914431049986948
0.02049666576674593       0.022527417370549883
0.020746755653697716      0.0022421358123641635
0.02088230751929697       -0.009022304868758112
0.021101655403389662      -0.027352430809205942
0.02126794927184801       -0.04157971790241873
0.021456555153081612      -0.057803775960966614
0.021634233662323334      -0.07346660754111553
0.021818790154573994      -0.08983477343014329
0.021981988876825592      -0.10476073832523215
0.022177660804507525      -0.12264818562776034
0.02237800400517046       -0.14148225792913866
0.02253377287254983       -0.15602071236153806
0.02277401913351533       -0.17906682651726316
0.022889884940592145      -0.19010321958587778
0.023206436271123176      -0.2211303521620595
0.0232785420657204        -0.22809536186098045
0.02365390876622174       -0.2653394045131686
0.023666128080980644      -0.266533908022737
0.023689730921568113      -0.2688896874942737
0.02402346231811387       -0.3021898070171825
0.024196236818039382      -0.31978429680425186
0.024380796555247095      -0.3382973062363167
0.024744624220141648      -0.37548150306874695
0.02480996945435548       -0.38204331153370547
0.02503920220095895       -0.4053328120000909
0.02523914235346387       -0.4256594543857291
0.025296137421959842      -0.4315210379356632
0.025668315252572262      -0.46913276172529295
0.025847650623778036      -0.4874677478668299
0.026028166502140695      -0.505706468688807
0.026200708881205643      -0.523062416331987
0.026420753697156348      -0.5454328342145858
0.026754193729231837      -0.5789520402326755
0.02695807010230631       -0.5995163373851226
0.027307678577258028      -0.6343824189564372
0.027495386507456268      -0.6531663518131788
0.02786116342528422       -0.6893535525032712
0.02803270291260623       -0.7063828774987547
0.02824728161210916       -0.7275172910932428
0.028518497385289922      -0.7541191851823763
0.028552580418154973      -0.7574757551759228
0.028661969881917944      -0.7681511600676223
0.02899396252712144       -0.8005520156562871
0.02909740316800386       -0.810555114318182
0.029435344636087907      -0.8432760453169086
0.0296763089507178        -0.866392453804899
0.02987672674505438       -0.8856432664063028
0.030122079441695572      -0.909003368866616
0.030321905221803738      -0.9280424522499187
0.030497351839371852      -0.9446170965768139
0.030772834455737058      -0.9706466224928776
0.03099587739912454       -0.9915320622385868
0.031227504259655117      -1.0132138466880278
0.031494402958877225      -1.0379708813323814
0.03168217406357318       -1.055382152492427
0.032017265487715746      -1.0861918334891532
0.03208524282724719       -1.092441483896138
0.032288958106474         -1.1110119632934885
0.032488311590921186      -1.1291930175646696
0.032554833451973894      -1.1352080448558262
0.032895789453207196      -1.1660193514710353
0.033026956601306605      -1.177774656532773
0.033304138817928534      -1.2025949638504758
0.03348668695635588       -1.2187991019790532
0.033734052350064624      -1.2407396403882276
0.033928796270293604      -1.2578460529002924
0.03416396588220071       -1.2784871348722426
0.03437090558423133       -1.2964732391634235
0.03456631584059624       -1.313460089829878
0.034800291037727776      -1.3336079825690017
0.0349430843317224        -1.3459157767734977
0.03525822274520751       -1.3728109325840776
0.03527536512917014       -1.374273319684649
0.03528462173243009       -1.3750553795570786
0.03560764592661788       -1.402385346661371
0.03579632865401435       -1.4181941282203137
0.03593992672406563       -1.4302427040070984
0.036205857237017545      -1.452337086181721
0.03627667062026465       -1.458213620668971
0.036316508619972425      -1.4614871500474393
0.03658191502314825       -1.4833477007248104
0.03675482180593488       -1.4974267422987588
0.03688889133130486       -1.5083844827186574
0.037193134991897345      -1.5329646524721703
0.03719586763946147       -1.5331862626058042
0.03720225471120205       -1.5336982280176135
0.03750284394761809       -1.557774191945571
0.037612655714358026      -1.5664620460769156
0.03777231054579364       -1.579151207102678
0.03798691980540292       -1.5959672727625773
0.03804538875005162       -1.600571288650638
0.03826127632785831       -1.6173262598231266
0.03833259604127595       -1.6228592134594344
0.038351911596244626      -1.6243358173294566
0.038619803332500285      -1.6449482148604295
0.038706413466133543      -1.6515028909772418
0.038869076792694246      -1.6638940883567126
0.03903197443429788       -1.6760777714571722
0.03911835025288821       -1.6825810243658141
0.03935753540246223       -1.700258417793827
0.039368047006089604      -1.701040991734375
0.03942368151130091       -1.705100836595434
0.03962777967165679       -1.719996746707888
0.03966488374621719       -1.7226519887166507
0.0398574072160326        -1.736541786473831
0.039962012315264576      -1.7439111523737485
0.040087034760408424      -1.7527919199573594
0.04025914088431197       -1.764725204903567
0.04031666230478425       -1.7687471471584721
0.04051234085331482       -1.782097153971967
0.04054686619659723       -1.784456901939779
0.040556823596808365      -1.7851195383225866
0.0407646242035171        -1.7990584293825336
0.04082625953038212       -1.803089593815144
0.040983309818039965      -1.8133951546150346
0.04109569546395586       -1.8205816286122474
0.04120199543256284       -1.8274019186858905
0.04136513139752962       -1.8375956427138953
0.0414206810470857        -1.8410787215951
0.04157955860530817       -1.8507624824634252
0.041584598951542345      -1.8510708345884295
0.04158596075912938       -1.8511523460271315
0.04159704956540167       -1.8518131323891251
0.04179800736253627       -1.8638197953242885
0.041835963016841754      -1.86605319263524
0.04201005396594316       -1.8761230986573068
0.042088059659064356      -1.8805645778089035
0.042222100569350045      -1.8880626107371086
0.04234015630128695       -1.8945596293549736
0.04241174925113653       -1.898464035698746
0.042582234540706095      -1.9075335049358928
0.042629451539220126      -1.9100165029111094
0.04281132268241951       -1.9193682357661923
0.04284715382730372       -1.9211887641316663
0.043040410824132916      -1.9307822632875915
0.04306485611538732       -1.9319808193604167
0.04326949896584632       -1.941775587500092
0.0432846235054167        -1.9424910036909437
0.04338812674799729       -1.9472453709736004
0.04352709268475355       -1.9536552122361643
0.04354485789439025       -1.9544435146635715
0.04377166347880846       -1.9644804368558744
0.04382069427430609       -1.9665643206667247
0.04401623427286337       -1.9748516119085693
0.04409653065422194       -1.9781140280065013
0.044260805066918284      -1.9847687373942493
0.044377922974555964      -1.9893389816829332
0.04448839760345108       -1.9936162993643025
0.04470476303142802       -2.0016797728587665
0.04475192181844451       -2.003419704648983
0.04494819943175302       -2.0103768384824425
0.04501544603343793       -2.012773439061633
0.04503160308830008       -2.013325835575046
0.04527897024843134       -2.0216909306595
0.0453442616195173        -2.0238154538825914
0.045554178696290616      -2.0304961361039218
0.045612778765791576      -2.0323783560497777
0.045627021808019926      -2.0328284617711594
0.0457272661679142        -2.0358331483279413
0.045902116763145095      -2.0410974937116784
0.04592696010010842       -2.041805019611179
0.04617721171827025       -2.0489506780008653
0.046241141434425266      -2.050672031666347
0.04645230667339542       -2.0563735167463935
0.04662410967525516       -2.060713114084292
0.04676574299994357       -2.0643348643811814
0.04697660297648332       -2.0693361015694594
0.04707917932649171       -2.071789581275049
0.04714807921790069       -2.0733098947366404
0.04736517540263874       -2.0781780895685387
0.047613142469295724      -2.0833393931542328
0.047643439991771175      -2.08398082375543
0.047682242327162505      -2.084740974963746
0.047936676803779874      -2.0897133251626725
0.048183422513497665      -2.0941812941637097
0.04822991361578855       -2.0950406440585367
0.0482778534129679        -2.095857970231872
0.04853753501665187       -2.100244687601658
0.04877716913643956       -2.103915962386629
0.04884796767990531       -2.1050343985549707
0.048913257545054316      -2.1059803358508207
0.04914864103892302       -2.109312572309257
0.049431981126862645      -2.1129863044260526
0.04944876671819731       -2.113210330112901
0.049463662949529925      -2.1133922329556674
0.04973993969454766       -2.116660305264011
0.05                      -2.119441391470284
0                         1.1166525171955592
3.1112670898010564E-5     1.1172022326916327
2.4800172149562483E-4     1.120858323398484
3.192057921392738E-4      1.122075728739544
3.83553277742775E-4       1.1231199088291843
6.07298913380537E-4       1.126674472132575
8.54885899829818E-4       1.130392343066588
8.966045700455338E-4      1.131029793055727
9.312130194781242E-4      1.13152876944898
0.0011933216470562807     1.1352200455023174
0.0014851436192928162     1.1390354408710877
0.0015020791836375808     1.1392624226644303
0.0015197657666602797     1.1394798878897172
0.001800166984191033      1.1428610585259045
0.002078108823792311      1.1459116953268922
0.0020976064508252783     1.1461315753535182
0.002117276603281801      1.146332107645534
0.0023950459174595234     1.149112310254723
0.002646048487544149      1.1513174462172107
0.0027174166628442555     1.1519687535787864
0.002823165870450055      1.1527910938681722
0.0030397874082289875     1.1544441021643388
0.0031859812590577727     1.1553623698224857
0.003380282628911345      1.1566442885315533
0.0035956685671773014     1.157749399231875
0.003735817772080083      1.1584628729870785
0.003813202643360148      1.1587425757402374
0.004062859425992001      1.1597275179633877
0.004227130456652458      1.1601226484937288
0.004389901079903918      1.1605680060617167
0.004641058269944768      1.1608684597691352
0.004716942733815836      1.1609843372820654
0.005002573733592936      1.1609806805624818
0.005043673751860125      1.1609814436073647
0.005061010247944857      1.1609554852527932
0.005380465461474814      1.1605587716236376
0.005538329968763592      1.1601202973851366
0.005715736104445111      1.1596813827432486
0.00601564968958233       1.158478801885966
0.0060510067474154085     1.1583477583955024
0.006134458070667807      1.1579103081902562
0.006386277390385702      1.1565814939796282
0.00651375724041376       1.1557347798158384
0.00665840786192606       1.1548103709324762
0.00679041711041313       1.1538104683208608
0.006930538333466418      1.1527389539700394
0.0070840777425155155     1.1513830613215081
0.007205271971545375      1.150341326915668
0.007334087795995731      1.1490755067350675
0.007483375919693211      1.1476039384285075
0.007609099512560297      1.146203923972572
0.007778067779169891      1.1443617423576617
0.008042295460534261      1.1411214979017785
0.008071985752134109      1.140757688537019
0.00809291792729109       1.1404742221021136
0.008359191505977474      1.1369127878528573
0.008582608763684878      1.1336366519598635
0.008646397259820832      1.1327119286440064
0.008803343082847234      1.1302279828713213
0.008927198643729338      1.1282729133714953
0.008964836478874243      1.1276299064525956
0.009248826270189948      1.1227968384470268
0.009407544453143936      1.119874555035203
0.00957677314719025       1.1167527961586055
0.009850252427413636      1.1113268849267743
0.009904720024190565      1.1102443136857794
0.010171311003634734      1.104607602230746
0.010176515832218909      1.1044969010094468
0.010220454334144237      1.103515211287706
