% Model:              Paper2_optimized_designs.mph
% Version:            COMSOL 6.3.0.420
% Date:               Dec 21 2025, 15:23
% Dimension:          1
% Nodes:              297
% Expressions:        2
% Description:        Line graph
% Arc length (m)          abs(acpr.p_t)            abs(acpr.p_t)
0                         0.7893862421495869       1.6031889640590098
1.1671646027444638E-4     0.7744987507050309       1.5944329301018914
3.5108019977792004E-4     0.7450341181502943       1.5772653346309298
5.731786574287856E-4      0.7168963314882449       1.5605748442709388
7.021603995561732E-4      0.700415224372726        1.55071159736234
8.382650971411332E-4      0.6828920986283558       1.5400454485506336
0.0010627596533605566     0.6543224315097121       1.5228006839789883
0.001292018217122326      0.6250998518933726       1.5048553960717674
0.0014414424286672833     0.6058461522745852       1.49294773640921
0.0015862838260720658     0.5872587749856142       1.4812693226801716
0.0018093752086084658     0.558899190071211        1.463589458994679
0.0020395252522787954     0.5297627696895526       1.4451341629800938
0.0021773079885497593     0.5120794329395005       1.4338562521450835
0.0022933275215193394     0.4973282376585533       1.424300138200857
0.002559994024774248      0.4637967480171886       1.4027753243055492
0.0029227635412819586     0.41880051172844784      1.3734277664908625
0.0029438169053844776     0.416209099028867        1.3717512358575878
0.002972115700927924      0.41277066405082097      1.3694902017405426
0.0033483468419451823     0.36654210850903046      1.338936402108292
0.0036038340780892852     0.3357446706378707       1.3182479226965549
0.0037650243572433517     0.31642576534389044      1.3053733386161483
0.004060552413313712      0.2816893181070068       1.2818430425849192
0.004176820382217228      0.2678801378686235       1.2724546251988778
0.004241776118971252      0.260326832652182        1.2672358605064364
0.004576708658238671      0.22160238415300076      1.2406776537319477
0.004819025625027229      0.1941076521266524       1.2215166323353466
0.0049916155493188175     0.17470188350509364      1.208082040474238
0.005420590321902674      0.12734025521260997      1.1747132713842674
0.0054530607268465925     0.12378450724512506      1.1722211730733871
0.005559993093182669      0.11229191777530376      1.1640198907419659
0.0059145059043742565     0.07394673002939653      1.1366386764135146
0.005996589311048961      0.06521078014163315      1.130284744109379
0.006384662290609855      0.02443209500237614      1.1008146340270102
0.006455287739997595      0.021553060879766228     1.0954200313840248
0.006673712632476514      0.021711040479103445     1.0790422486699052
0.006797585610033741      0.02063436550817109      1.0696819435917253
0.006835724469014592      0.021888527374304023     1.0668551981138314
0.007139883480069775      0.05264536246492076      1.0439846763747418
0.00728341134682442       0.06695999925870713      1.033400054077722
0.007584608233754286      0.0966623897669569       1.0111125182720404
0.007616890369342544      0.0998463959992953       1.0087314054071628
0.007681114007473289      0.10607968248456087      1.0040274340509165
0.007912390219727894      0.12862643082078176      0.9869713427626503
0.008028641653929247      0.1397765431500602       0.9784580333371455
0.008207890070113244      0.1570000388115892       0.9653499187973406
0.008490081072650146      0.183676970088049        0.9448544373204234
0.008546828497105419      0.1890515100499166       0.9407407066461949
0.008690061231519608      0.20240149564399335      0.9304286229340075
0.008885766924097593      0.22070387770614344      0.9162626204629561
0.008963303627215535      0.2278384119430913       0.9106886947750851
0.009244197691854472      0.2537200353306479       0.8905263140809034
0.009425519623032619      0.2701823520428861       0.877577292878747
0.00962100183758896       0.28790464942597627      0.8636747844827637
0.009840648410513353      0.3075771795818512       0.8481078052439919
0.009997805983323227      0.3216323026490317       0.8370160380478451
0.010255777197994087      0.34442106902097985      0.8188726202384267
0.010367859764638165      0.35432128650309924      0.8110028937686916
0.0105731967738798        0.37225089731890926      0.7966884299720178
0.010620719496474251      0.37640662011530807      0.7933595605053638
0.010655473186047981      0.37941292670347926      0.7909461608238644
0.01092040772936298       0.4024037019438474       0.7724771534645507
0.011174325457656065      0.4241987920709314       0.7549297599253247
0.011220095962251597      0.4281401399245036       0.7517544211173401
0.011244332821394032      0.43021143594332845      0.750082292457995
0.01142416092343601       0.44555492020698834      0.737664213112192
0.01151908070835106       0.4536185901387988       0.7311361622932104
0.011628225884620091      0.4628757328111691       0.7236227690999228
0.011793828595308198      0.47685994700452455      0.712269437089337
0.01185086721612838       0.48166097831647353      0.7083686541678994
0.012039610620336871      0.4975319239680037       0.6954219296475839
0.012161931815496851      0.5077594154258901       0.6870949764225416
0.012272538390690757      0.5170131157434229       0.679509065311533
0.01247299641486499       0.5336887281626316       0.6658649284388883
0.012505466161044643      0.5363914769322005       0.6636383173356117
0.01272099830736706       0.5542621550071178       0.6489470534188667
0.012790819366720219      0.5600400388147359       0.6441727963603832
0.012942065121290036      0.5725167699323692       0.6338850685355533
0.013129443497247317      0.5879533810164004       0.6211062625347074
0.013168186594855302      0.5911488403963063       0.6184524426482821
0.013217782748212725      0.5952243038085364       0.6150531192464042
0.013422422578088233      0.6120222724290755       0.601067556640393
0.013599854636825226      0.6265613467733895       0.5889075872717311
0.01365015934461189       0.6306852385083459       0.5854470360952899
0.01369183631883164       0.6340992141698754       0.5825605572379315
0.013866320784357233      0.6483690950756614       0.5705400837137441
0.014038150732428756      0.6624141319734052       0.5586545530799291
0.014079889376987231      0.6658271105420104       0.555750078679654
0.014137202917697822      0.6705141276926966       0.5517422212472591
0.014250350011384083      0.6797512887794892       0.5438661039949514
0.014297208633544223      0.6835781876372584       0.5406000158020553
0.014492900552530052      0.6995725795290633       0.5267912588201911
0.014703656919075936      0.7168061619378495       0.5118782695758407
0.014762781018495374      0.7216408835642113       0.5076333088336248
0.014951425383825767      0.7370554818986073       0.4941532607988738
0.015045008053511388      0.7447420060167649       0.4872949240326366
0.015172182192391248      0.7551460996202557       0.4781332403288545
0.01542906715751513       0.776278969586506        0.4591493639777387
0.015430654802937371      0.776409155269592        0.4590323556324933
0.015431971710757164      0.77651791208175         0.4589325762316368
0.015689127413483606      0.7976903132835145       0.43968868502365244
0.015904840179026825      0.8155769503752333       0.42309988378709745
0.015946173708959344      0.8189964541530107       0.419957378356007
0.015996030536184924      0.8231464582861969       0.41607123260286233
0.016159303295665062      0.8367044310692702       0.40334330353728887
0.0163176425400694        0.8499443161640263       0.3907161920762437
0.016384907883106425      0.855552926075299        0.3854059469373897
0.016454269071587424      0.861376407776959        0.37980593713600375
0.0166105124705479        0.8744671709464447       0.3671586079641898
0.016760522247991738      0.8871199912917838       0.3548018605298182
0.016811791240557872      0.8914435898631254       0.3505367383825425
0.016988142671028217      0.9064029539001277       0.335698618910203
0.017017390024535395      0.908882642545469        0.3332127592791903
0.017144475285279848      0.9197372939257203       0.32225374143432167
0.01725355126150141       0.9290338062755199       0.3128951360033274
0.01727541510207231       0.9309101190370265       0.31099472493252167
0.017451206369632932      0.945981922452973        0.2955598200527436
0.01752844333014425       0.9526559530316165       0.2886823852436886
0.017648861477764455      0.963051489760256        0.2778537241998802
0.017781471558216078      0.9745887695981266       0.265764147417046
0.017870103169368323      0.9823177338585478       0.25756306676152485
0.01799191518317933       0.9929619458374872       0.24627383184765286
0.018169919497278197      1.0086348458852656       0.22938333895255997
0.018197487837304682      1.0110653501743843       0.22676707680583327
0.018257622343966773      1.016407006012871        0.22092732099224172
0.018403060491430145      1.0292749702776969       0.2069074232562574
0.018453864180815183      1.033782799727491        0.20192848664248764
0.018580989024621464      1.0452031443973873       0.18921323303575513
0.01868231111519314       1.0542487822597968       0.1791958450041656
0.018746670272106858      1.0600676248045962       0.17267432922523795
0.01903651202092216       1.0862799966975354       0.1429657644382799
0.0192548787261555        1.1063485736158445       0.11985419519615728
0.019390712926651066      1.118835526549581        0.10531890869801418
0.01970311707417105       1.14801224943534         0.07084616089821988
0.01974528186409974       1.151928903008766        0.06624125735659667
0.01975750917864083       1.153080231347611        0.0648720975912308
0.020104993598504706      1.1859705385416486       0.02522943609699616
0.020128097967161196      1.188169056482697        0.02359519974526186
0.02046920819689968       1.220972921652676        0.017739739180169793
0.02049868675568134       1.2238226511507921       0.021253845914325286
0.020833422795294765      1.256520756400478        0.06217777076993732
0.020860064266599254      1.2591170376941232       0.06542240131935419
0.02107035354539466       1.2800182656406367       0.09205750352890538
0.021253561164940593      1.298177935888534        0.11517286310308122
0.02127796623371314       1.3006468521987031       0.11837573279179775
0.021644968758482097      1.3375493155029594       0.16611210909997007
0.021721513193849074      1.3454023416028047       0.17645621445088897
0.022036376352023268      1.377512478085497        0.21863895270237732
0.02219827763118798       1.394353330672379        0.24115343881406454
0.022464710552215106      1.4217906580063522       0.2776781182774608
0.022748268952033968      1.4516413475425538       0.31809834228687917
0.02286508033502832       1.4637473502210987       0.33439465299657967
0.02317765397017768       1.4968578660957303       0.37970791598688675
0.023265450117841868      1.5061400753972227       0.3924110000756868
0.02331631949274171       1.5116201084545309       0.4000247310763667
0.023777782604241238      1.5605650785495033       0.4677207565109219
0.024169034594481276      1.6025051601931914       0.5265023376153068
0.024269797020135764      1.613167847926484        0.5413834608050723
0.024381150062629642      1.6250343948160073       0.5581261960661297
0.024696156885751774      1.6587717705161276       0.6058857908082955
0.025107536682291376      1.7025854666929727       0.6683132490295174
0.0251698434232156        1.7093110620725176       0.6779433916865543
