% Model:              Paper2_optimized_designs.mph
% Version:            COMSOL 6.3.0.420
% Date:               Dec 19 2025, 14:06
% Dimension:          1
% Nodes:              337
% Expressions:        2
% Description:        Line graph
% Arc length (m)          imag(acpr.p_t)           imag(acpr.p_t)
0.010171311003634734      1.4036741809487272       1.2259676704624152
0.010176515832218909      1.403749594871115        1.2260728545597959
0.010220454334144237      1.4043351152550314       1.2268750359961023
0.010448311640247253      1.4074005729137802       1.2310840430675436
0.010475302961479215      1.4077322987710446       1.2315299420221626
0.010557378717588786      1.4086983223070608       1.2328193141415755
0.010707275737154163      1.4105075594406127       1.235250302974166
0.01076576434387911       1.411170416956015        1.2361295582946359
0.010939248512829111      1.4130090912974609       1.2385232696515551
0.011088251023610895      1.414478517003041        1.240402649227761
0.011185679807343078      1.4153545230390878       1.241489102158884
0.011361054173527375      1.4168543894946988       1.2433244941167392
0.011458076495748142      1.4175875059835756       1.2441777619278804
0.01157891875864469       1.41848987373181         1.2452290211263704
0.011713918623509366      1.419335710689687        1.2461300756435545
0.011766459973425396      1.4196784552973187       1.2465065183335806
0.011910728448903632      1.4204461766512573       1.2472480215469348
0.01195400118820611       1.4206857027254374       1.2474861925643295
0.011975642711473378      1.4207763062839327       1.2475562844522963
0.012194525447105697      1.4217458233836888       1.2483655585188755
0.01232697309658854       1.4221374167762133       1.2485279860272374
0.012435049706005279      1.4224831991740676       1.2487100820292818
0.012669649066818313      1.422888262862525        1.248525671998143
0.012675573964904874      1.422899509443819        1.2485227252005198
0.012678303481703707      1.422900670551197        1.248514623173212
0.012913511358977302      1.423070943636195        1.2479468844214172
0.01303142868395896       1.4229766438688332       1.247360457036389
0.013159285146039541      1.422912827617028        1.2467962544137756
0.013389687504502527      1.4224507969682152       1.2451960686660999
0.013405058933101777      1.422424592769199        1.245097925891601
0.013438644683156427      1.422316751250444        1.2447984366840406
0.013641639011369402      1.4216994571961188       1.2430468309721956
0.013741157480231109      1.4212557582108944       1.2419505753579636
0.013876763882218146      1.4206785619910298       1.2405108033302237
0.014026428400652678      1.4198478062396025       1.2385939095102003
0.014114734939157318      1.4193427299476011       1.2374436923490335
0.014346635494479648      1.4177506960702724       1.233972415377443
0.014422850647226357      1.417194206485632        1.2327809430195558
0.014666842588306618      1.41513317267699         1.2284924062098073
0.014730966355295395      1.4145635264893976       1.2273227408923966
0.014987049682133581      1.4119952360597559       1.222153882007294
0.015039082063364441      1.4114506899588983       1.221069085967556
0.01521794050309419       1.409424060820156        1.2170761107491965
0.015362347776240334      1.4076454306453603       1.2136176777130556
0.015423208974916218      1.4068865787069567       1.2121446989932068
0.01546784008923574       1.4062696726280959       1.2109635674347377
0.01567848437836209       1.4034595756845918       1.2055701625868895
0.01594431107349698       1.3994755165232604       1.1980322079664174
0.015947653592791735      1.399426679598184        1.197939739797869
0.015951993658453092      1.3993561198564215       1.1978077300212178
0.016216822807221372      1.3950898742988391       1.189818343060085
0.016335090268250058      1.392998434310073        1.185937917918213
0.016440015868367647      1.3911813873248466       1.1825668912991474
0.016611375915574687      1.3879576165745517       1.1766295264250917
0.01666320892951392       1.3870014869417215       1.1748689834425003
0.016881106942819808      1.38265622711747         1.1669186765959791
0.0168864019906602        1.3825514096116476       1.1667268243798936
0.016887661562899316      1.3825245923697156       1.1666780120712923
0.017203461573231115      1.375815932853811        1.1544891964647581
0.017251963075751334      1.3747277140852652       1.1525194905858496
0.017476083906524185      1.3695796550891035       1.1432339286928455
0.017507043597783958      1.368840252711263        1.1419033911183096
0.01774870623981725       1.3629398286898553       1.131319469610611
0.017762124119816577      1.362599971467232        1.1307110806226066
0.01795723737146342       1.3575539734491082       1.1217043639949376
0.018017204641849204      1.3560092910153436       1.1189469501096703
0.018025270503080813      1.355792600999659        1.118561602526734
0.01829118914328842       1.3485427034565907       1.1056825428056165
0.018558483539319905      1.340784261291308        1.091960159678215
0.01856407151661586       1.3406212723479158       1.0916720180001056
0.018571451542945008      1.3403946815436012       1.0912728096460231
0.018792919805271854      1.3336954171119728       1.0794693946753298
0.018960610212658092      1.3283654139381234       1.070108128663131
0.019021768093927853      1.3264261437415628       1.0667023623099134
0.01909844991489279       1.3238506117539295       1.062194880187057
0.019319529854318163      1.316509810868634        1.0493477335624917
0.01960264994487968       1.3065107051535045       1.031916694110656
0.0196154592864967        1.3060653433209697       1.0311401763197603
0.01963206360299284       1.3054538562522817       1.030077283539618
0.019875957723759736      1.296465991501058        1.0144625207397528
0.020064108986234855      1.2891450300254126       1.0017783897422317
0.020136456161022775      1.2863810106142717       0.9969881013140346
0.020185275651162533      1.2844311639006614       0.9936175953927677
0.020414541055161602      1.2751689122553524       0.9776197891880742
0.02049666576674593       1.2717048722145923       0.97164965394457
0.020746755653697716      1.2609967463628804       0.9532152310282674
0.02088230751929697       1.2549677789520963       0.9428582134563432
0.021101655403389662      1.2450660659448363       0.9258756433204222
0.02126794927184801       1.237283232754455        0.9125524922284571
0.021456555153081612      1.228330851230722        0.8972499915768763
0.021634233662323334      1.2195915824021184       0.8823382892204511
0.021818790154573994      1.210380892607316        0.8666479004037528
0.021981988876825592      1.201895121759191        0.8522130225823472
0.022177660804507525      1.1916473398180212       0.8348105381617931
0.02237800400517046       1.1807527416492172       0.8163389318750924
0.02253377287254983       1.1722844170666227       0.8020090012844316
0.02277401913351533       1.1587412331258669       0.7791237202751933
0.022889884940592145      1.1522113728340684       0.7681103729686686
0.023206436271123176      1.1336865394240006       0.7369179386284379
0.0232785420657204        1.1295014257648792       0.7298860919107133
0.02365390876622174       1.1069092678433736       0.6920015611548193
0.023666128080980644      1.106180360802809        0.6907817614316106
0.023689730921568113      1.1047285256968704       0.6883579925434616
0.02402346231811387       1.084239313026424        0.6541368704139743
0.024196236818039382      1.0733107530664667       0.6359255600607729
0.024380796555247095      1.0617499505453125       0.6166992123877809
0.024744624220141648      1.0382979981665037       0.5777993605081615
0.02480996945435548       1.0341346188901275       0.5709098982677214
0.02503920220095895       1.0191996546243587       0.5462799155071554
0.02523914235346387       1.0061776926357064       0.5247976548861752
0.025296137421959842      1.0023836632362575       0.5185591449159704
0.025668315252572262      0.977886059749479        0.4783749498433716
0.025847650623778036      0.9658238395396455       0.4586509329050841
0.026028166502140695      0.9537850624846276       0.43899446280707977
0.026200708881205643      0.9422054384496009       0.420162306846005
0.026420753697156348      0.9272395069509908       0.39584116462212016
0.026754193729231837      0.9045685128430716       0.3591655074717188
0.02695807010230631       0.890551326950445        0.33655974232107017
0.027307678577258028      0.8665222214302171       0.2979827539706022
0.027495386507456268      0.8534777186716924       0.27710373677380706
0.02786116342528422       0.8280665642110383       0.23661404634265606
0.02803270291260623       0.8160186821147334       0.21747314798033024
0.02824728161210916       0.8009690503367135       0.19363620775130896
0.028518497385289922      0.7818350467970362       0.16345934439755105
0.028552580418154973      0.779419725420266        0.15965055764002875
0.028661969881917944      0.7716403510089961       0.1474556364889586
0.02899396252712144       0.748050234629323        0.11046150423191577
0.02909740316800386       0.7406742294275546       0.09896283287004065
0.029435344636087907      0.7164587327875358       0.06127236249714137
0.0296763089507178        0.6991318576457828       0.03446242445815242
0.02987672674505438       0.6846505419801459       0.012090069772320943
0.030122079441695572      0.6668850742427865       -0.015206245169348001
0.030321905221803738      0.652328982859975        -0.0375194021497766
0.030497351839371852      0.6395479104150431       -0.0570192082369092
0.030772834455737058      0.619357701325793        -0.08774239505385686
0.03099587739912454       0.602995757326754        -0.11250685543747593
0.031227504259655117      0.5858943119576989       -0.13831077198693625
0.031494402958877225      0.5661706650426637       -0.16791197516000012
0.03168217406357318       0.5522054839906576       -0.18880732244600756
0.032017265487715746      0.5272477680691436       -0.2259419938093168
0.03208524282724719       0.5221538267534718       -0.2335003394529186
0.032288958106474         0.5068724725036201       -0.25604637831282845
0.032488311590921186      0.4919319625219703       -0.2781028936035273
0.032554833451973894      0.48694134376764264      -0.2854286335189609
0.032895789453207196      0.46120487951720834      -0.32309449173218907
0.033026956601306605      0.451293018970894        -0.33752039657550764
0.033304138817928534      0.43022270263429474      -0.3680940678679284
0.03348668695635588       0.41634757714007065      -0.3881151986336763
0.033734052350064624      0.3974135758506398       -0.41534421073928407
0.033928796270293604      0.38253328786680607      -0.4366201575353559
0.03416396588220071       0.3644383689402508       -0.4624067574020021
0.03437090558423133       0.3485431258323874       -0.4849271536750712
0.03456631584059624       0.3334160910178326       -0.5062959020017399
0.034800291037727776      0.3153043105075921       -0.5317237954866028
0.0349430843317224        0.3041690720108292       -0.5473206740849506
0.03525822274520751       0.27960696957851366      -0.581504352063665
0.03527536512917014       0.2782749120229232       -0.5833596164834886
0.03528462173243009       0.2775548213461177       -0.584355679324865
0.03560764592661788       0.2522523810913986       -0.6192917975214063
0.03579632865401435       0.23745654833365987      -0.6395812594471151
0.03593992672406563       0.22611887473361056      -0.6551013052304718
0.036205857237017545      0.2050995075310042       -0.6836778455363952
0.03627667062026465       0.1995247849080657       -0.6912610950939685
0.036316508619972425      0.1963770245379194       -0.6955095616448366
0.03658191502314825       0.17529438405735054      -0.7239484426761897
0.03675482180593488       0.16156333516586052      -0.7423333209780105
0.03688889133130486       0.15083351327638644      -0.7566917565013114
0.037193134991897345      0.12649113737943826      -0.7890246426316929
0.03719586763946147       0.1262708088297778       -0.7893171497911863
0.03720225471120205       0.12575597292429616      -0.789995570064458
0.03750284394761809       0.10159146262704802      -0.8218478747059269
0.037612655714358026      0.09277321381813139      -0.8333853875054694
0.03777231054579364       0.07983622342924723      -0.8503058621231803
0.03798691980540292       0.06251369848082217      -0.8727924350632418
0.03804538875005162       0.0577498800247465       -0.8789740093069369
0.03826127632785831       0.04022858416550829      -0.901537897791243
0.03833259604127595       0.0344517345303319       -0.9089792749912015
0.038351911596244626      0.032893304484418254     -0.910971308996951
0.038619803332500285      0.01103187666535635      -0.93891077329542
0.038706413466133543      0.004008664260691847     -0.947816038860156
0.038869076792694246      -0.00933585736914444     -0.9647356639487474
0.03903197443429788       -0.022595335583859448    -0.9814105582693122
0.03911835025288821       -0.029707980318849726    -0.9903556671198589
0.03935753540246223       -0.049250663357782824    -1.0147306331029162
0.039368047006089604      -0.05012018237116333     -1.0158154011552192
0.03942368151130091       -0.05468043313662169     -1.0214563314986433
0.03962777967165679       -0.07139102258891808     -1.0421318151557797
0.03966488374621719       -0.07440139037938234     -1.045824180942203
0.0398574072160326        -0.09021880761388665     -1.0652387709960804
0.039962012315264576      -0.09871418006945842     -1.0755652922351953
0.040087034760408424      -0.10899590802625805     -1.0880735457359214
0.04025914088431197       -0.12298717607798583     -1.1049269423540393
0.04031666230478425       -0.1277223238260323      -1.1106361393753026
0.04051234085331482       -0.14364568438461578     -1.1296423556197808
0.04054686619659723       -0.14645355540413707     -1.1329961422631942
0.040556823596808365      -0.1472541223471713      -1.1339416455531788
0.0407646242035171        -0.1641417988572813      -1.1539161910432756
0.04082625953038212       -0.16909587030736722     -1.1597115214925304
0.040983309818039965      -0.1818140347859747      -1.1745940508576391
0.04109569546395586       -0.19081499695928483     -1.1850083038044064
0.04120199543256284       -0.19939279835326812     -1.1949369378010761
0.04136513139752962       -0.21241150230292385     -1.2098319924888064
0.0414206810470857        -0.21687808955916135     -1.214944851873586
0.04157955860530817       -0.22949865590868032     -1.229212936600743
0.041584598951542345      -0.22989932564274135     -1.2296665294297504
0.04158596075912938       -0.23000666240033155     -1.2297868161180525
0.04159704956540167       -0.23088385324877533     -1.2307674920034242
0.04179800736253627       -0.24679244679484402     -1.248573003553502
0.041835963016841754      -0.24979383324075616     -1.2519091423250681
0.04201005396594316       -0.26346089788480564     -1.266970130474165
0.042088059659064356      -0.2695779168135709      -1.273663381250303
0.042222100569350045      -0.2800125694056009      -1.2849792662364385
0.04234015630128695       -0.2891924717877775      -1.2948621353871415
0.04241174925113653       -0.29474635132086713     -1.300801693418041
0.042582234540706095      -0.3079069754276646      -1.314733732232746
0.042629451539220126      -0.31154023927662033     -1.3185499352123005
0.04281132268241951       -0.32550533493604417     -1.3330718801877781
0.04284715382730372       -0.32824780794755415     -1.3359007562878702
0.043040410824132916      -0.34300805214899305     -1.3509699685529342
0.04306485611538732       -0.3448690573336687      -1.3528541566447507
0.04326949896584632       -0.36041512706651085     -1.3684279973282134
0.0432846235054167        -0.3615662695747531      -1.3695695742259286
0.04338812674799729       -0.36939367301073217     -1.3772385826802447
0.04352709268475355       -0.37990853863818563     -1.3875619589625325
0.04354485789439025       -0.3812416780283011      -1.3888490582323227
0.04377166347880846       -0.3983831328923827      -1.4052747843858477
0.04382069427430609       -0.40205822786601697     -1.4087356479931876
0.04401623427286337       -0.41681962729720395     -1.4225323652362638
0.04409653065422194       -0.4228312181531789      -1.4280503697051214
0.044260805066918284      -0.43521802185264946     -1.4393347015137818
0.044377922974555964      -0.4440479966772183      -1.447221208773343
0.04448839760345108       -0.45240668873260637     -1.4546272799186435
0.04470476303142802       -0.4687265644118997      -1.4688109825502185
0.04475192181844451       -0.4723218546764517      -1.4718988511898519
0.04494819943175302       -0.4872396794609342      -1.4844594099901909
0.04501544603343793       -0.4923426212615528      -1.4887712103229278
0.04503160308830008       -0.4935648982323899      -1.48978320672625
0.04527897024843134       -0.5124786747963231      -1.505258171727633
0.0453442616195173        -0.5174448728909982      -1.509247005669164
0.045554178696290616      -0.5337325399979326      -1.5220512576725125
0.045612778765791576      -0.5382634076966148      -1.525634546006604
0.045627021808019926      -0.5393790227023879      -1.5265045743500354
0.0457272661679142        -0.5472073807295238      -1.5324483267249083
0.045902116763145095      -0.5608071971212255      -1.542812970236421
0.04592696010010842       -0.5627336830392187      -1.5442410977113836
0.04617721171827025       -0.5824984063606604      -1.5588038297565983
0.046241141434425266      -0.5875325607410256      -1.562409500878359
0.04645230667339542       -0.6044636133042018      -1.5744686359415958
0.04662410967525516       -0.6183329952174073      -1.584000211467416
0.04676574299994357       -0.6299290027970693      -1.5919703569910273
0.04697660297648332       -0.6475026607737797      -1.6035319626757305
0.04707917932649171       -0.6559409675105701      -1.6091263366907662
0.04714807921790069       -0.6617101630302591      -1.6127846636208003
0.04736517540263874       -0.6800395869772483      -1.6244723924905948
0.047613142469295724      -0.7014301292890548      -1.6375785126152418
0.047643439991771175      -0.7040508156160112      -1.6391973314446682
0.047682242327162505      -0.7074954934948025      -1.6412372684153833
0.047936676803779874      -0.7297140604888881      -1.654413885792861
0.048183422513497665      -0.7519202996464155      -1.667057190221778
0.04822991361578855       -0.7561108647629332      -1.6694658738440074
0.0482778534129679        -0.7605600654151214      -1.6719233598975929
0.04853753501665187       -0.7842790570725642      -1.684997392025007
0.04877716913643956       -0.8068890772961684      -1.6969094213099112
0.04884796767990531       -0.8135606496809931      -1.70047218191726
0.048913257545054316      -0.8198957972472527      -1.703736411063961
0.04914864103892302       -0.8423692552180515      -1.7152255229383466
0.049431981126862645      -0.8703711416962545      -1.729028963692281
0.04944876671819731       -0.872022398148309       -1.7298531954572245
0.049463662949529925      -0.873530247064543       -1.7305823410642254
0.04973993969454766       -0.9011550660369152      -1.7437861100219805
0.05                      -0.9278995989999511      -1.7561745040841776
