% Model:              Paper2_optimized_designs.mph
% Version:            COMSOL 6.3.0.420
% Date:               Nov 13 2025, 11:08
% Dimension:          1
% Nodes:              1011
% Expressions:        1
% Description:        Line graph
% Arc length (m)          real(acpr.p_t)
0.024380796555247095      1.517754215514044
0.024744624220141648      1.5240619863186902
0.02480996945435548       1.5251661287399767
0.02503920220095895       1.5290056688935214
0.02523914235346387       1.5323620874141466
0.025296137421959842      1.533310461533971
0.025668315252572262      1.5393395169636666
0.025847650623778036      1.5422181833138153
0.026028166502140695      1.5450674797731585
0.026200708881205643      1.5477237438969833
0.026420753697156348      1.5511232737026768
0.026754193729231837      1.556111403048972
0.02695807010230631       1.5591207578800415
0.027307678577258028      1.5641100284760925
0.027495386507456268      1.5667514747522064
0.02786116342528422       1.5717196201783454
0.02803270291260623       1.574015424319172
0.02824728161210916       1.5768231011874891
0.028518497385289922      1.5802735682690985
0.028552580418154973      1.5807081824659672
0.028661969881917944      1.5820482089335974
0.02899396252712144       1.586124391429807
0.02909740316800386       1.5873425447797553
0.029435344636087907      1.591288079804016
0.0296763089507178        1.5939805243990635
0.02987672674505438       1.5961996453356952
0.030122079441695572      1.5988093287907432
0.030321905221803738      1.600903106192166
0.030497351839371852      1.6026781073778285
0.030772834455737058      1.6054151110874368
0.03099587739912454       1.6075414245923847
0.031227504259655117      1.6097005867394292
0.031494402958877225      1.6120812227252856
0.03168217406357318       1.6137163612104073
0.032017265487715746      1.6165042420446718
0.03208524282724719       1.6170568477197924
0.032288958106474         1.6186362932703913
0.032488311590921186      1.6201908072366866
0.032554833451973894      1.6206845135245584
0.032895789453207196      1.623144145185293
0.033026956601306605      1.6240428967483964
0.033304138817928534      1.625883649304911
0.03348668695635588       1.6270336287469296
0.033734052350064624      1.6285328902757195
0.033928796270293604      1.6296498096800824
0.03416396588220071       1.6309424539532955
0.03437090558423133       1.632012549844982
0.03456631584059624       1.6329793646625324
0.034800291037727776      1.6340537780147693
0.0349430843317224        1.6346831353593125
0.03525822274520751       1.6359605545894942
0.03527536512917014       1.6360312650578768
0.03528462173243009       1.636065884351971
0.03560764592661788       1.637224162125937
0.03579632865401435       1.637828097063006
0.03593992672406563       1.6382655786706954
0.036205857237017545      1.6389733887988824
0.03627667062026465       1.6391671321349248
0.036316508619972425      1.6392580459328019
0.03658191502314825       1.639843141820998
0.03675482180593488       1.64015714041918
0.03688889133130486       1.6403866836531704
0.037193134991897345      1.6407893781396057
0.03719586763946147       1.640792711187028
0.03720225471120205       1.6407980200237462
0.03750284394761809       1.6410635002802119
0.037612655714358026      1.6411192362163731
0.03777231054579364       1.6411812169278475
0.03798691980540292       1.6411900224935854
0.03804538875005162       1.6411851887797997
0.03826127632785831       1.6410918519635178
0.03833259604127595       1.641064155488646
0.038351911596244626      1.641049900398052
0.038619803332500285      1.6408147722608595
0.038706413466133543      1.6407104674343786
0.038869076792694246      1.64049065908288
0.03903197443429788       1.6402176349022013
0.03911835025288821       1.640060167183703
0.03935753540246223       1.6395464471977852
0.039368047006089604      1.6395222600259005
0.03942368151130091       1.639376504626181
0.03962777967165679       1.6388490412617385
0.03966488374621719       1.6387418912400378
0.0398574072160326        1.6381588180195727
0.039962012315264576      1.6378073149959969
0.040087034760408424      1.6373696058267981
0.04025914088431197       1.6367099664421136
0.04031666230478425       1.6364814046834137
0.04051234085331482       1.6356389674289518
0.04054686619659723       1.635492432026713
0.040556823596808365      1.6354464213524762
0.0407646242035171        1.634464569359112
0.04082625953038212       1.634152197056991
0.040983309818039965      1.6333359675226515
0.04109569546395586       1.6327133116812373
0.04120199543256284       1.632110641103806
0.04136513139752962       1.631129765225216
0.0414206810470857        1.6307885901025765
0.04157955860530817       1.6297583165547151
0.041584598951542345      1.6297259535527175
0.04158596075912938       1.6297168250493512
0.04159704956540167       1.629640247063732
0.04179800736253627       1.628260444186811
0.041835963016841754      1.6279877478690503
0.04201005396594316       1.6267023761081516
0.042088059659064356      1.6261015914336086
0.042222100569350045      1.6250425962619368
0.04234015630128695       1.6240722952930695
0.04241174925113653       1.6234732851784144
0.042582234540706095      1.6219823413638546
0.042629451539220126      1.6215614429255538
0.04281132268241951       1.619868503619693
0.04284715382730372       1.6195289214258581
0.043040410824132916      1.6176211624749817
0.04306485611538732       1.6173757206793271
0.04326949896584632       1.6152403179297221
0.0432846235054167        1.615078021314503
0.04338812674799729       1.6139305345707355
0.04352709268475355       1.6123982359153515
0.04354485789439025       1.6121941817472263
0.04377166347880846       1.6095275971386425
0.04382069427430609       1.6089285941876694
0.04401623427286337       1.6064867213840746
0.04409653065422194       1.6054470778247014
0.044260805066918284      1.6032756086516486
0.044377922974555964      1.6016579048777109
0.04448839760345108       1.6001053239682674
0.04470476303142802       1.5969568557645513
0.04475192181844451       1.5962481441109928
0.04494819943175302       1.5932007202346916
0.04501544603343793       1.5921649524960653
0.04503160308830008       1.5919080485434658
0.04527897024843134       1.5878569176205366
0.0453442616195173        1.5867632888054861
0.045554178696290616      1.5830596551401779
0.045612778765791576      1.582038812996979
0.045627021808019926      1.581782058704644
0.0457272661679142        1.5799165084784543
0.045902116763145095      1.576693031056344
0.04592696010010842       1.5762205358741346
0.04617721171827025       1.5713274109437765
0.046241141434425266      1.5700401093734153
0.04645230667339542       1.5656753174527709
0.04662410967525516       1.561962128038382
0.04676574299994357       1.558854591397057
0.04697660297648332       1.5539413426714908
0.04707917932649171       1.5516024468429062
0.04714807921790069       1.549937701662075
0.04736517540263874       1.5446649331339883
0.047613142469295724      1.5382956312142833
0.047643439991771175      1.5375191771304961
0.047682242327162505      1.5364638028577207
0.047936676803779874      1.529679902922946
0.048183422513497665      1.5226882770153998
0.04822991361578855       1.521375787284972
0.0482778534129679        1.5199422110732743
0.04853753501665187       1.512306213616541
0.04877716913643956       1.5048112017720943
0.04884796767990531       1.5026147309840268
0.048913257545054316      1.5004798483804107
0.04914864103892302       1.4928905954355292
0.049431981126862645      1.4832284060657077
0.04944876671819731       1.4826618195518761
0.049463662949529925      1.4821347224859653
0.04973993969454766       1.4724427381304461
0.05                      1.46289567352274
0                         0.2733298225150124
3.1112670898010564E-5     0.27522233437604715
2.4800172149562483E-4     0.2884514521767939
3.192057921392738E-4      0.29277341319303624
3.83553277742775E-4       0.2966723618073482
6.07298913380537E-4       0.31025947945289023
8.54885899829818E-4       0.32526810175687526
8.966045700455338E-4      0.327790020277066
9.312130194781242E-4      0.32987714611756014
0.0011933216470562807     0.3457253080308745
0.0014851436192928162     0.36326342713138904
0.0015020791836375808     0.36428035005141685
0.0015197657666602797     0.3653305359327257
0.001800166984191033      0.38205925880022495
0.002078108823792311      0.3984690554304154
0.0020976064508252783     0.3996184325100394
0.002117276603281801      0.40076579317827865
0.0023950459174595234     0.41708340372375363
0.002646048487544149      0.43161186611929186
0.0027174166628442555     0.43573197796976626
0.002823165870450055      0.44172404678115934
0.0030397874082289875     0.4540732046381195
0.0031859812590577727     0.4622513795050723
0.003380282628911345      0.4731075218794305
0.0035956685671773014     0.48487974292836844
0.003735817772080083      0.49260790918398173
0.003813202643360148      0.4967865631654766
0.004062859425992001      0.5102057725647662
0.004227130456652458      0.5188605104294386
0.004389901079903918      0.5273958796476969
0.004641058269944768      0.540298606100265
0.004716942733815836      0.5441782304327739
0.005002573733592936      0.5584770616475855
0.005043673751860125      0.5605465755895859
0.005061010247944857      0.5613981748884895
0.005380465461474814      0.5770537569947832
0.005538329968763592      0.5845695418623341
0.005715736104445111      0.5930248676624597
0.00601564968958233       0.6068997102027945
0.0060510067474154085     0.6085372566848071
0.006134458070667807      0.6122855994189731
0.006386277390385702      0.6236601784474365
0.00651375724041376       0.6292434685020045
0.00665840786192606       0.635609807242635
0.00679041711041313       0.6412446420817733
0.006930538333466418      0.6472762304846404
0.0070840777425155155     0.6536817138992808
0.007205271971545375      0.6587588541939637
0.007334087795995731      0.6639938679273065
0.007483375919693211      0.6701064068787632
0.007609099512560297      0.6750923329946172
0.007778067779169891      0.6818093410321714
0.008042295460534261      0.6919915602462062
0.008071985752134109      0.6931432390369285
0.00809291792729109       0.6939300117146814
0.008359191505977474      0.7039562017578156
0.008582608763684878      0.7120999251317554
0.008646397259820832      0.7144293337335423
0.008803343082847234      0.7199940447583901
0.008927198643729338      0.7244053574120952
0.008964836478874243      0.725706474524815
0.009248826270189948      0.7354949389142288
0.009407544453143936      0.7407996670991399
0.00957677314719025       0.7464242591069311
0.009850252427413636      0.7552279070187067
0.009904720024190565      0.7569711753107514
0.010171311003634734      0.7652792618275261
0.010176515832218909      0.765440207769124
0.010220454334144237      0.766767791585893
0.010448311640247253      0.7736731151539878
0.010475302961479215      0.7744719944177806
0.010557378717588786      0.776870284287599
0.010707275737154163      0.7812802740655533
0.01076576434387911       0.7829704891174332
0.010939248512829111      0.787917056559194
0.011088251023610895      0.7920878067172225
0.011185679807343078      0.7947680455122502
0.011361054173527375      0.7995398070258728
0.011458076495748142      0.8021239993255178
0.01157891875864469       0.8053307470306563
0.011713918623509366      0.8088195248227549
0.011766459973425396      0.8101824488629238
0.011910728448903632      0.8138246812029457
0.01195400118820611       0.8149232777927388
0.011975642711473378      0.815455817746894
0.012194525447105697      0.8208641166724819
0.01232697309658854       0.8240279478616876
0.012435049706005279      0.8266205701177236
0.012669649066818313      0.832055649679403
0.012675573964904874      0.832193603704714
0.012678303481703707      0.8322549155581812
0.012913511358977302      0.8375676044619786
0.01303142868395896       0.8401332074691658
0.013159285146039541      0.8429278240289351
0.013389687504502527      0.847785684550866
0.013405058933101777      0.8481113137904377
0.013438644683156427      0.8487968276292904
0.013641639011369402      0.8529591608009451
0.013741157480231109      0.8549262844705812
0.013876763882218146      0.8576142095166734
0.014026428400652678      0.860489775826515
0.014114734939157318      0.8621705922226405
0.014346635494479648      0.8664634253398403
0.014422850647226357      0.8678535318673846
0.014666842588306618      0.8721763084994297
0.014730966355295395      0.873294921828177
0.014987049682133581      0.8776284253052833
0.015039082063364441      0.8784947621050183
0.01521794050309419       0.8814146937014217
0.015362347776240334      0.8837012350871
0.015423208974916218      0.8846600626905408
0.01546784008923574       0.885338444335009
0.01567848437836209       0.8885719627951454
0.01594431107349698       0.8924696106993286
0.015947653592791735      0.8925188352383202
0.015951993658453092      0.8925797633877948
0.016216822807221372      0.8963116051005999
0.016335090268250058      0.8979069932512524
0.016440015868367647      0.8993292774885642
0.016611375915574687      0.9015622449889028
0.01666320892951392       0.9022410687381217
0.016881106942819808      0.9049804917934153
0.0168864019906602        0.9050472681832056
0.016887661562899316      0.9050624923630723
0.017203461573231115      0.9088680513760165
0.017251963075751334      0.9094316058531897
0.017476083906524185      0.9119813555341403
0.017507043597783958      0.9123250901458414
0.01774870623981725       0.9149495474323169
0.017762124119816577      0.9150915888380642
0.01795723737146342       0.9171097103660012
0.018017204641849204      0.9177311130947458
0.018025270503080813      0.9178116605215368
0.01829118914328842       0.9204319111571169
0.018558483539319905      0.9229315201044704
0.01856407151661586       0.9229832452701335
0.018571451542945008      0.9230484653022601
0.018792919805271854      0.9250180991430977
0.018960610212658092      0.9264391727159156
0.019021768093927853      0.9269549556477533
0.01909844991489279       0.9275642955773916
0.019319529854318163      0.9293341947676381
0.01960264994487968       0.9314508143508201
0.0196154592864967        0.9315475768552602
0.01963206360299284       0.9316651101581105
0.019875957723759736      0.9333709941914926
0.020064108986234855      0.9345975116887862
0.020136456161022775      0.9350759112171715
0.020185275651162533      0.9353798411342528
0.020414541055161602      0.9367736589532453
0.02049666576674593       0.9372454477734838
0.020746755653697716      0.9386258649274035
0.02088230751929697       0.9393307621570012
0.021101655403389662      0.9404099688975773
0.02126794927184801       0.9411750184951139
0.021456555153081612      0.9419898815515573
0.021634233662323334      0.9427045951769946
0.021818790154573994      0.9433934666653161
0.021981988876825592      0.9439570828217991
0.022177660804507525      0.9445741523159941
0.02237800400517046       0.9451460137101471
0.02253377287254983       0.9455438293570857
0.02277401913351533       0.9460855127533345
0.022889884940592145      0.9463119349351274
0.023206436271123176      0.9468239462732964
0.0232785420657204        0.946919034962029
0.02365390876622174       0.9472687280127247
0.023666128080980644      0.9472767215645944
0.023689730921568113      0.9472818325330861
0.02402346231811387       0.9473788196512852
0.024196236818039382      0.9473534185527811
0.024380796555247095      0.9472807011772812
0.024744624220141648      0.9469620854046015
0.02480996945435548       0.9468873291016568
0.02503920220095895       0.9465041964767322
0.02523914235346387       0.9461794902806109
0.025296137421959842      0.9460568730435805
0.025668315252572262      0.9451563315439349
0.025847650623778036      0.9446278297433685
0.026028166502140695      0.9440723794142729
0.026200708881205643      0.9434517575109931
0.026420753697156348      0.9426214755546991
0.026754193729231837      0.9411937471891825
0.02695807010230631       0.9402370834203888
0.027307678577258028      0.938418788559067
0.027495386507456268      0.9373654648336853
0.02786116342528422       0.9351268816206465
0.02803270291260623       0.9340066197945889
0.02824728161210916       0.9325436626071831
0.028518497385289922      0.9305598900918741
0.028552580418154973      0.9303088115592915
0.028661969881917944      0.9294375665163787
0.02899396252712144       0.9268089158227746
0.02909740316800386       0.9259280420705438
0.029435344636087907      0.9229810608716333
0.0296763089507178        0.9207356751768965
0.02987672674505438       0.918827100360925
0.030122079441695572      0.9163673301203403
0.030321905221803738      0.9143053406149175
0.030497351839371852      0.9124289313646001
0.030772834455737058      0.9093940071736732
0.03099587739912454       0.9068382717978382
0.031227504259655117      0.9040989211309785
0.031494402958877225      0.900824526853076
0.03168217406357318       0.898451779671567
0.032017265487715746      0.8940698480724072
0.03208524282724719       0.8931576296205683
0.032288958106474         0.8903389756838378
0.032488311590921186      0.88759462517128
0.032554833451973894      0.8866511425523099
0.032895789453207196      0.88168965899855
0.033026956601306605      0.8797276195557531
0.033304138817928534      0.8754789185373483
0.03348668695635588       0.8726162957097521
0.033734052350064624      0.8686307658397339
0.033928796270293604      0.8654354412509767
0.03416396588220071       0.8614755912034266
0.03437090558423133       0.857929847822072
0.03456631584059624       0.8544954872540766
0.034800291037727776      0.8502955102391274
0.0349430843317224        0.8476767666040492
0.03525822274520751       0.8417834364647779
0.03527536512917014       0.8414655827129429
0.03528462173243009       0.8412898405852546
0.03560764592661788       0.835045456920005
0.03579632865401435       0.8313143268739749
0.03593992672406563       0.828425128288526
0.036205857237017545      0.8229566255434209
0.03627667062026465       0.8215139827519281
0.036316508619972425      0.8206787949188308
0.03658191502314825       0.81505525058792
0.03675482180593488       0.8113194500763208
0.03688889133130486       0.8083798842675374
0.037193134991897345      0.8015821319005638
0.03719586763946147       0.8015202020811247
0.03720225471120205       0.8013727860772295
0.03750284394761809       0.7944749289726895
0.037612655714358026      0.7919124683308738
0.03777231054579364       0.7881270745484756
0.03798691980540292       0.7829778927529658
0.03804538875005162       0.7815523615334021
0.03826127632785831       0.7762268714984528
0.03833259604127595       0.7744750777133605
0.038351911596244626      0.7739950971032336
0.038619803332500285      0.7672153120109397
0.038706413466133543      0.7650061950711706
0.038869076792694246      0.7607796368716242
0.03903197443429788       0.7565207016569723
0.03911835025288821       0.7542212150276545
0.03935753540246223       0.7478150567078021
0.039368047006089604      0.7475282018521784
0.03942368151130091       0.7460032780709126
0.03962777967165679       0.7404241160058006
0.03966488374621719       0.7394060257406571
0.0398574072160326        0.7340282015164847
0.039962012315264576      0.7310979765979791
0.040087034760408424      0.7275339832722516
0.04025914088431197       0.7226142021398899
0.04031666230478425       0.7209414612731018
0.04051234085331482       0.715235626326487
0.04054686619659723       0.7142320873919202
0.040556823596808365      0.7139412734167982
0.0407646242035171        0.7077885732638358
0.04082625953038212       0.7059569516209205
0.040983309818039965      0.7012348052633619
0.04109569546395586       0.6978434406137539
0.04120199543256284       0.6945984431195249
0.04136513139752962       0.6896007403952978
0.0414206810470857        0.6878794868323246
0.04157955860530817       0.682943163573463
0.041584598951542345      0.6827868719934166
0.04158596075912938       0.6827444977155186
0.04159704956540167       0.6823957320773351
0.04179800736253627       0.676081069540127
0.041835963016841754      0.674875028796341
0.04201005396594316       0.6693370545548267
0.042088059659064356      0.6668281592369022
0.042222100569350045      0.6625122037980744
0.04234015630128695       0.6586693765513835
0.04241174925113653       0.6563323068918663
0.042582234540706095      0.6507101073449405
0.042629451539220126      0.6491483768881856
0.04281132268241951       0.6430569461676134
0.04284715382730372       0.6418533390237605
0.043040410824132916      0.6352809385379748
0.04306485611538732       0.6344471932985912
0.04326949896584632       0.6273820844560252
0.0432846235054167        0.6268543842268902
0.04338812674799729       0.6232153265316289
0.04352709268475355       0.6183374966023384
0.04354485789439025       0.6177078076556962
0.04377166347880846       0.6095655934639923
0.04382069427430609       0.6077885365444242
0.04401623427286337       0.6006125785320636
0.04409653065422194       0.5976382145004067
0.044260805066918284      0.5914784518065521
0.044377922974555964      0.5870073491468928
0.04448839760345108       0.5827522744562297
0.04470476303142802       0.5743117107945438
0.04475192181844451       0.5724354194549987
0.04494819943175302       0.5645291503287024
0.04501544603343793       0.5618323913423104
0.04503160308830008       0.5611764648299731
0.04527897024843134       0.5509421679776982
0.0453442616195173        0.5482217676096899
0.045554178696290616      0.5391671719315361
0.045612778765791576      0.5366593668869947
0.045627021808019926      0.5360357240254753
0.0457272661679142        0.5315886357659573
0.045902116763145095      0.5238834419774889
0.04592696010010842       0.5227743363159562
0.04617721171827025       0.5113432775121911
0.046241141434425266      0.5083862117266279
0.04645230667339542       0.49840037192299125
0.04662410967525516       0.490067617763559
0.04676574299994357       0.4830976987863959
0.04697660297648332       0.47230990594484185
0.04707917932649171       0.4671539684782984
0.04714807921790069       0.4635564082180979
0.04736517540263874       0.4521440521724371
0.047613142469295724      0.438585877300622
0.047643439991771175      0.4369289754188729
0.047682242327162505      0.4347128363006971
0.047936676803779874      0.4204504551239438
0.048183422513497665      0.40596453406172306
0.04822991361578855       0.40323835131456787
0.0482778534129679        0.400300050272804
0.04853753501665187       0.3846493770060795
0.04877716913643956       0.36949496705477025
0.04884796767990531       0.3650395501658974
0.048913257545054316      0.36075523527211284
0.04914864103892302       0.34554615230042596
0.049431981126862645      0.3263750044047941
0.04944876671819731       0.3252479006707663
0.049463662949529925      0.32420822444543324
0.04973993969454766       0.305130881707517
0.05                      0.2864848041204149
0                         0.1871625318659453
3.1112670898010564E-5     0.19024105554954254
2.4800172149562483E-4     0.21175427579174533
3.192057921392738E-4      0.21878454852133228
3.83553277742775E-4       0.22512105080848
6.07298913380537E-4       0.24720692089813545
8.54885899829818E-4       0.27158155659206784
8.966045700455338E-4      0.27567922037608955
9.312130194781242E-4      0.27906693931441146
0.0011933216470562807     0.3047982079054252
0.0014851436192928162     0.3332283003875302
0.0015020791836375808     0.3348780357104313
0.0015197657666602797     0.3365773377823686
0.001800166984191033      0.36366235459750257
0.002078108823792311      0.3901673499248795
0.0020976064508252783     0.3920249787889688
0.002117276603281801      0.3938748087348825
0.0023950459174595234     0.4202077737577379
0.002646048487544149      0.4435751218703212
0.0027174166628442555     0.4502044970476309
0.002823165870450055      0.45980463244472236
0.0030397874082289875     0.47960899214864333
0.0031859812590577727     0.49266645482920846
0.003380282628911345      0.5100090381810859
0.0035956685671773014     0.5287122743904665
0.003735817772080083      0.5410120738488435
0.003813202643360148      0.5476272851901349
0.004062859425992001      0.568871192377115
0.004227130456652458      0.5824879965326524
0.004389901079903918      0.5959166050989377
0.004641058269944768      0.6160845404158584
0.004716942733815836      0.6221483120143116
0.005002573733592936      0.6443440684813032
0.005043673751860125      0.6475619636928539
0.005061010247944857      0.6488751567388066
0.005380465461474814      0.6730211392293067
0.005538329968763592      0.6844957257537465
0.005715736104445111      0.6974179036081771
0.00601564968958233       0.7183941424336513
0.0060510067474154085     0.7208724659018059
0.006134458070667807      0.726480026611326
0.006386277390385702      0.7435309504681106
0.00651375724041376       0.7517934550935699
0.00665840786192606       0.7612367721693338
0.00679041711041313       0.7694804049851682
0.006930538333466418      0.77833452943896
0.0070840777425155155     0.7876010618359914
0.007205271971545375      0.7949655081472693
0.007334087795995731      0.8024459709990246
0.007483375919693211      0.8112098913606648
0.007609099512560297      0.8182369619039536
0.007778067779169891      0.827727976366742
0.008042295460534261      0.8418427187769524
0.008071985752134109      0.8434451154103549
0.00809291792729109       0.8445183099690557
0.008359191505977474      0.8582238508170784
0.008582608763684878      0.8691202128830272
0.008646397259820832      0.8722441213202121
0.008803343082847234      0.8795393367875516
0.008927198643729338      0.8853426523162955
0.008964836478874243      0.8870126997804729
0.009248826270189948      0.8995716668595131
0.009407544453143936      0.9061896656576514
0.00957677314719025       0.9131946986585939
0.009850252427413636      0.9238240501180961
0.009904720024190565      0.925924563799025
0.010171311003634734      0.9356306450695353
0.010176515832218909      0.9358176172145124
0.010220454334144237      0.9373149170450168
0.010448311640247253      0.9451324116468003
0.010475302961479215      0.9460086329358273
0.010557378717588786      0.9486043644421922
0.010707275737154163      0.9534244056358471
0.01076576434387911       0.9552342558004069
0.010939248512829111      0.9604168165446709
0.011088251023610895      0.9646874289201766
0.011185679807343078      0.9673499291060119
0.011361054173527375      0.9720242699167971
0.011458076495748142      0.9744569669868406
0.01157891875864469       0.9774764053423224
0.011713918623509366      0.980588253398499
0.011766459973425396      0.9818247656854754
0.011910728448903632      0.984940707915373
0.01195400118820611       0.9858920928887828
0.011975642711473378      0.9863207505137178
0.012194525447105697      0.9907595968735634
0.01232697309658854       0.9931364940648049
