% Model:              Paper2_optimized_designs.mph
% Version:            COMSOL 6.3.0.420
% Date:               Dec 19 2025, 14:07
% Dimension:          1
% Nodes:              337
% Expressions:        2
% Description:        Line graph
% Arc length (m)          real(acpr.p_t)           real(acpr.p_t)
0.009248826270189948      2.2586564896792765       2.4849050361000034
0.009407544453143936      2.263349868048248        2.493453630079477
0.00957677314719025       2.2682983740506493       2.50247729446213
0.009850252427413636      2.2755827180916404       2.5155700440379176
0.009904720024190565      2.277015588041536        2.5181483680530827
0.010171311003634734      2.2834342969087724       2.52951022817701
0.010176515832218909      2.283556976900455        2.5297272520485
0.010220454334144237      2.2845094752396857       2.531382374118094
0.010448311640247253      2.2894962244787274       2.5400667193045097
0.010475302961479215      2.2900358612476657       2.540986732118564
0.010557378717588786      2.2916073450746817       2.5436470632533577
0.010707275737154163      2.2945505310205836       2.5486628652722656
0.01076576434387911       2.295628837941931        2.550477012072294
0.010939248512829111      2.29861991101935         2.555415900353375
0.011088251023610895      2.301010306951982        2.5592935799816208
0.011185679807343078      2.3024353543412963       2.5615352327330934
0.011361054173527375      2.304875269922852        2.565322153744115
0.011458076495748142      2.306067870995845        2.56708268112804
0.01157891875864469       2.3075358024379895       2.569251719479633
0.011713918623509366      2.308911772121997        2.571110844048964
0.011766459973425396      2.309469333700581        2.5718875493876814
0.011910728448903632      2.310718228418348        2.5734174755085704
0.01195400118820611       2.3111078787091413       2.5739088881608536
0.011975642711473378      2.3112552685206076       2.5740535071029313
0.012194525447105697      2.312832435520664        2.575723263229566
0.01232697309658854       2.313469462114919        2.576058396083097
0.012435049706005279      2.3140319654345953       2.5764341104765345
0.012669649066818313      2.3146909049030344       2.5760536216013525
0.012675573964904874      2.314709200337829        2.5760475415432005
0.012678303481703707      2.3147110891753133       2.5760308248210246
0.012913511358977302      2.3149880818046586       2.574859422822263
0.01303142868395896       2.314834679166135        2.5736494610065876
0.013159285146039541      2.314730865745578        2.5724853550199045
0.013389687504502527      2.313979254977181        2.5691837294442466
0.013405058933101777      2.313936627159723        2.5689812337684645
0.013438644683156427      2.3137611954064723       2.5683633047381935
0.013641639011369402      2.31275700908314         2.5647492579157563
0.013741157480231109      2.3120352194441227       2.562487379519036
0.013876763882218146      2.3110962624821916       2.559516731794665
0.014026428400652678      2.3097448262294553       2.5555616499104508
0.014114734939157318      2.3089231907364303       2.553188433924504
0.014346635494479648      2.3063333413207516       2.5460262298827265
0.014422850647226357      2.3054280689857          2.5435678930207692
0.014666842588306618      2.302075271484957        2.5347194559978905
0.014730966355295395      2.3011485965774137       2.532306113089086
0.014987049682133581      2.296970616722072        2.5216413282559422
0.015039082063364441      2.296084773511573        2.5194030941294523
0.01521794050309419       2.2927879439870815       2.5111644823788764
0.015362347776240334      2.289894548071014        2.5040287789266937
0.015423208974916218      2.2886600817212406       2.500989616616369
0.01546784008923574       2.2876565265390187       2.498552615682369
0.01567848437836209       2.2830851866757342       2.4874245304513902
0.01594431107349698       2.2766040976499675       2.4718716461695176
0.015947653592791735      2.2765246519273146       2.4716808587745813
0.015951993658453092      2.276409868499288        2.4714084861106818
0.016216822807221372      2.269469731281238        2.4549241721096218
0.016335090268250058      2.2660674703683483       2.4469177822817905
0.016440015868367647      2.2631115797054906       2.439962422431912
0.016611375915574687      2.2578672938188467       2.4277119972867878
0.01666320892951392       2.2563119049504556       2.4240795104040544
0.016881106942819808      2.24924323086188         2.4076758294833045
0.0168864019906602        2.249072718437444        2.4072799853231537
0.016887661562899316      2.2490290933492245       2.4071792720361374
0.017203461573231115      2.2381157464822565       2.3820303757895815
0.017251963075751334      2.2363454809232235       2.377966328027767
0.017476083906524185      2.227970849093492        2.358807646809146
0.017507043597783958      2.2267680224178346       2.3560623799600675
0.01774870623981725       2.2171694768581514       2.3342248239192553
0.017762124119816577      2.2166166123481945       2.3329695492452607
0.01795723737146342       2.2084080087469435       2.3143862028969937
0.018017204641849204      2.2058951885391185       2.3086968957528096
0.018025270503080813      2.205542686925619        2.307901817158222
0.01829118914328842       2.1937488782742918       2.281328756482339
0.018558483539319905      2.1811277920056704       2.253015686478924
0.01856407151661586       2.180862648891685        2.2524211705389834
0.018571451542945008      2.1804940411186284       2.251597493341652
0.018792919805271854      2.169595977754022        2.227243785152491
0.018960610212658092      2.1609253672840243       2.2079289054072446
0.019021768093927853      2.1577706493744833       2.200901867881862
0.01909844991489279       2.153580889276899        2.191601686149672
0.019319529854318163      2.141639203139356        2.165094471014487
0.01960264994487968       2.125373105751349        2.12912941773984
0.0196154592864967        2.124648611066794        2.1275272468655535
0.01963206360299284       2.1236538712876425       2.1253342052188584
0.019875957723759736      2.109032815413372        2.093116632794686
0.020064108986234855      2.097123403138982        2.066945763964463
0.020136456161022775      2.0926270201418573       2.057062074641341
0.020185275651162533      2.0894550968280274       2.0501077891349704
0.020414541055161602      2.074387680642312        2.0170998922726477
0.02049666576674593       2.068752535433905        2.0047818527958414
0.020746755653697716      2.051333035839713        1.9667465420443428
0.02088230751929697       2.041525381650744        1.9453771515515987
0.021101655403389662      2.0254177183583666       1.910337414456947
0.02126794927184801       2.012756953862417        1.8828480705120436
0.021456555153081612      1.9981936205135855       1.8512747812259904
0.021634233662323334      1.9839769693533773       1.8205078168607054
0.021818790154573994      1.968993431676974        1.78813420705667
0.021981988876825592      1.9551891596790232       1.7583510635273147
0.022177660804507525      1.9385185269429464       1.7224449271763627
0.02237800400517046       1.9207956825340875       1.6843328968522315
0.02253377287254983       1.9070197913396068       1.6547662884730143
0.02277401913351533       1.8849883462083983       1.607547627017008
0.022889884940592145      1.8743658619120516       1.5848240468366166
0.023206436271123176      1.8442304925170827       1.5204654315106572
0.0232785420657204        1.8374223370381237       1.5059567877478506
0.02365390876622174       1.800670426274703        1.4277905274576626
0.023666128080980644      1.7994846729437135       1.4252737434098253
0.023689730921568113      1.7971228926108194       1.4202728381322844
0.02402346231811387       1.7637919590057485       1.349665202603378
0.024196236818039382      1.7460138670759497       1.3120902347499812
0.024380796555247095      1.727207271261278        1.272420964294442
0.024744624220141648      1.6890566853788416       1.1921598158361355
0.02480996945435548       1.682283886420403        1.1779449506127653
0.02503920220095895       1.65798835538448         1.1271264871134985
0.02523914235346387       1.636804810783102        1.082802644589464
0.025296137421959842      1.6306328536638748       1.069930873858132
0.025668315252572262      1.5907812493863256       0.9870197703305328
0.025847650623778036      1.5711589697306692       0.9463236705978897
0.026028166502140695      1.5515748263494138       0.9057669386703637
0.026200708881205643      1.5327376125388572       0.866910994692497
0.026420753697156348      1.5083917053953515       0.8167297546006924
0.026754193729231837      1.471511547454389        0.7410577347569214
0.02695807010230631       1.4487090171750787       0.6944157917905416
0.027307678577258028      1.4096195444087964       0.6148208000498797
0.027495386507456268      1.3883993314924312       0.5717416154791669
0.02786116342528422       1.3470616034020804       0.4882001905713741
0.02803270291260623       1.3274626483474097       0.4487072256665673
0.02824728161210916       1.3029805813377053       0.3995250281498815
0.028518497385289922      1.2718542412563174       0.33726181652796394
0.028552580418154973      1.2679251046057836       0.32940323649178405
0.028661969881917944      1.255269966696798        0.30424174281894584
0.02899396252712144       1.216894621805145        0.227912620786366
0.02909740316800386       1.2048956668621171       0.20418768290987332
0.029435344636087907      1.1655029813693016       0.12642182283862738
0.0296763089507178        1.1373163968371323       0.07110550894200111
0.02987672674505438       1.1137588410281853       0.024945156291861906
0.030122079441695572      1.0848587737029498       -0.03137468761597103
0.030321905221803738      1.0611795761059797       -0.07741289903440492
0.030497351839371852      1.040387899826583        -0.11764638979706574
0.030772834455737058      1.0075433718571416       -0.18103681775700514
0.03099587739912454       0.9809264940954844       -0.23213274576954518
0.031227504259655117      0.9531066286221315       -0.28537335921432455
0.031494402958877225      0.921021083103676        -0.34644882473974814
0.03168217406357318       0.8983031519701572       -0.38956170279902896
0.032017265487715746      0.8577030573889682       -0.46618079586047423
0.03208524282724719       0.8494164617783087       -0.48177575246024873
0.032288958106474         0.8245574390286421       -0.5282944635772453
0.032488311590921186      0.8002528864704773       -0.5738031522400724
0.032554833451973894      0.7921343713755244       -0.5889181789177862
0.032895789453207196      0.7502674438874883       -0.6666332572994937
0.033026956601306605      0.7341432730330143       -0.6963978870944368
0.033304138817928534      0.6998670260073764       -0.7594798231930703
0.03348668695635588       0.6772955932223046       -0.8007889508901544
0.033734052350064624      0.6464946078449288       -0.8569699304410359
0.033928796270293604      0.622288021735893        -0.900868090507944
0.03416396588220071       0.5928520179698671       -0.9540729748488068
0.03437090558423133       0.5669943483177358       -1.0005387782201485
0.03456631584059624       0.5423863655145318       -1.0446284135000585
0.034800291037727776      0.5129229320792779       -1.0970931874093868
0.0349430843317224        0.49480862476147713      -1.1292738597816652
0.03525822274520751       0.4548520964877803       -1.1998042376759313
0.03527536512917014       0.45268516490980126      -1.2036321610698217
0.03528462173243009       0.45151375364455254      -1.2056873140774196
0.03560764592661788       0.4103528769558749       -1.2777701841563838
0.03579632865401435       0.38628367882649717      -1.319632953217766
0.03593992672406563       0.3678400591483094       -1.3516550982519568
0.036205857237017545      0.33364669389219925      -1.4106164010100315
0.03627667062026465       0.32457798478167943      -1.426262741269123
0.036316508619972425      0.3194573491774937       -1.4350285022703368
0.03658191502314825       0.28516105378635764      -1.493705775888477
0.03675482180593488       0.26282399836643966      -1.5316388624034782
0.03688889133130486       0.24536920462962825      -1.5612642843390425
0.037193134991897345      0.20577011764366648      -1.6279759669908647
0.03719586763946147       0.2054116970260393       -1.6285794901257564
0.03720225471120205       0.20457418503086805      -1.629979258701706
0.03750284394761809       0.1652644418371535       -1.6956993688830908
0.037612655714358026      0.15091930958192767      -1.7195044473833732
0.03777231054579364       0.12987399297377353      -1.7544160642573856
0.03798691980540292       0.10169448514129545      -1.8008120807421268
0.03804538875005162       0.09394491861475437      -1.8135663773295443
0.03826127632785831       0.06544205916611151      -1.860121917156276
0.03833259604127595       0.056044538883925306     -1.875475535520387
0.038351911596244626      0.053509354676314416     -1.8795856523805807
0.038619803332500285      0.017946162919305585     -1.9372324912128867
0.038706413466133543      0.006521115499506987     -1.955606515971742
0.038869076792694246      -0.015187154680980423    -1.9905163800323247
0.03903197443429788       -0.036757080042242825    -2.0249212968615997
0.03911835025288821       -0.04832761197197259     -2.0433775293339296
0.03935753540246223       -0.08011877356087949     -2.0936698227207153
0.039368047006089604      -0.08153326815222788     -2.09590799910139
0.03942368151130091       -0.0889516798760327      -2.1075467978592264
0.03962777967165679       -0.11613571844768018     -2.1502060364699043
0.03966488374621719       -0.12103284995608307     -2.157824407857631
0.0398574072160326        -0.14676391596270547     -2.1978820743853493
0.039962012315264576      -0.1605838074256627      -2.219188542512665
0.040087034760408424      -0.1773096620197637      -2.244996527444914
0.04025914088431197       -0.20007003031617704     -2.2797697438617655
0.04031666230478425       -0.20777295661885486     -2.291549395648599
0.04051234085331482       -0.2336763664806355      -2.330764474110838
0.04054686619659723       -0.2382440853104694      -2.3376842631248804
0.040556823596808365      -0.23954641176165495     -2.339635097800553
0.0407646242035171        -0.26701852762847417     -2.38084810719527
0.04082625953038212       -0.2750775892055825      -2.3928054760560054
0.040983309818039965      -0.2957669296225664      -2.4235122484752067
0.04109569546395586       -0.3104092917965457      -2.444999731369217
0.04120199543256284       -0.3243632749651004      -2.4654852481177367
0.04136513139752962       -0.34554151953454426     -2.4962178637401853
0.0414206810470857        -0.352807563656076       -2.50676710612286
0.04157955860530817       -0.37333813580739        -2.536206109388114
0.041584598951542345      -0.37398992738759124     -2.5371419967920374
0.04158596075912938       -0.3741645380179833      -2.537390181483774
0.04159704956540167       -0.3755915128070452      -2.5394135869473446
0.04179800736253627       -0.40147090035417726     -2.5761512796850807
0.041835963016841754      -0.40635342141347375     -2.583034656260673
0.04201005396594316       -0.4285863901250583      -2.6141096384869367
0.042088059659064356      -0.4385372825802734      -2.627919665215952
0.042222100569350045      -0.4555119081225521      -2.651267464267218
0.04234015630128695       -0.47044536221484656     -2.6716585554866206
0.04241174925113653       -0.47948016472021515     -2.683913505720622
0.042582234540706095      -0.5008892786456949      -2.7126591533671562
0.042629451539220126      -0.506799709566934       -2.7205330351196357
0.04281132268241951       -0.5295175017876241      -2.750495822257929
0.04284715382730372       -0.5339788340667403      -2.7563325757073325
0.043040410824132916      -0.5579901383264899      -2.787424526558428
0.04306485611538732       -0.5610175382196341      -2.7913121274837134
0.04326949896584632       -0.5863071882622919      -2.8234452662686533
0.0432846235054167        -0.5881798153431528      -2.825800655002462
0.04338812674799729       -0.6009130847186541      -2.8416239395739478
0.04352709268475355       -0.6180181972347838      -2.8629239187858935
0.04354485789439025       -0.6201868886927207      -2.8655795604035763
0.04377166347880846       -0.6480718398208398      -2.8994703744206407
0.04382069427430609       -0.6540503197423851      -2.90661109281315
0.04401623427286337       -0.6780635032781543      -2.9350775346471862
0.04409653065422194       -0.6878428900659334      -2.9464627033424073
0.044260805066918284      -0.7079931876067278      -2.9697453994655305
0.044377922974555964      -0.7223573952190914      -2.986017444200714
0.04448839760345108       -0.7359549411279802      -3.0012982164135553
0.04470476303142802       -0.7625033840310181      -3.0305631160878326
0.04475192181844451       -0.7683520412257181      -3.0369342427459065
0.04494819943175302       -0.792619690521041       -3.0628501479712806
0.04501544603343793       -0.8009209277175435      -3.0717465840733853
0.04503160308830008       -0.8029092731565434      -3.073834612424179
0.04527897024843134       -0.8336773578562023      -3.1057637433423833
0.0453442616195173        -0.8417561465156614      -3.113993810493988
0.045554178696290616      -0.8682521939555806      -3.1404125221671997
0.045612778765791576      -0.8756228066222141      -3.1478058366158366
0.045627021808019926      -0.8774376391530846      -3.1496009456113976
0.0457272661679142        -0.8901724614147302      -3.16186454993656
0.045902116763145095      -0.9122960336809699      -3.183249674850899
0.04592696010010842       -0.9154299546986554      -3.186196296643704
0.04617721171827025       -0.9475823214755302      -3.2162432387826234
0.046241141434425266      -0.9557716583772677      -3.2236827351100397
0.04645230667339542       -0.9833143364647079      -3.2485640645450315
0.04662410967525516       -1.0058764258493933      -3.2682303398996755
0.04676574299994357       -1.0247402916766597      -3.2846749534957507
0.04697660297648332       -1.0533283314730766      -3.3085297422787012
0.04707917932649171       -1.0670553909802911      -3.320072482460376
0.04714807921790069       -1.0764404598901764      -3.3276206222771836
0.04736517540263874       -1.10625794592162        -3.351735638058272
0.047613142469295724      -1.1410551222230638      -3.3787771871184575
0.047643439991771175      -1.1453183373777145      -3.382117257892963
0.047682242327162505      -1.1509219850881245      -3.38632621181286
0.047936676803779874      -1.1870661548613195      -3.4135132161949033
0.048183422513497665      -1.2231902702620778      -3.4395998485274175
0.04822991361578855       -1.230007293927797       -3.44456962873098
0.0482778534129679        -1.2372450543004845      -3.4496401018420713
0.04853753501665187       -1.2758300477225988      -3.476615444493101
0.04877716913643956       -1.3126110160791475      -3.5011932540393707
0.04884796767990531       -1.3234640312621453      -3.50854421411276
0.048913257545054316      -1.333769765616394       -3.5152792212525314
0.04914864103892302       -1.370328580615738       -3.538984435263573
0.049431981126862645      -1.415880795531637       -3.5674647495592535
0.04944876671819731       -1.4185669855797183      -3.569165367552733
0.049463662949529925      -1.4210198866707382      -3.5706697965154013
0.04973993969454766       -1.465958705054344       -3.5979128221137273
0.05                      -1.5094655135797586      -3.6234735038886368
